OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
83,Atok,PH141101000,NA,NA,NA,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH,1467244800000,1590710400000,NA
84,Aurora,PH023103000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
85,Aurora,PH097302000,NA,NA,NA,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH,1467244800000,1590710400000,NA
86,Ayungon,PH074602000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
87,Baao,PH051701000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
88,Babatngon,PH083705000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH,1467244800000,1590710400000,NA
89,Bacacay,PH050501000,NA,NA,NA,Albay,PH050500000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
90,Bacarra,PH012802000,NA,NA,NA,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
91,Baclayon,PH071205000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
92,Bacnotan,PH013303000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
93,Baco,PH175201000,NA,NA,NA,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH,1467244800000,1590710400000,NA
94,Bacolod,PH103501000,NA,NA,NA,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH,1467244800000,1590710400000,NA
95,Bacolod-Kalawi,PH153601000,NA,NA,NA,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,1467244800000,1590710400000,NA
96,Bacolod City,PH064501000,NA,NA,NA,Negros Occidental,PH064500000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
97,Bacolor,PH035404000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
