OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
150,Magbema,SL020203,Magbema,NA,NA,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
151,Masungbala,SL020205,Masungbala,NA,NA,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
152,Samu,SL020206,Samu,NA,NA,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
153,Tonko Limba,SL020207,Tonko Limba,NA,NA,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
154,Koya Rural,SL040101,Koya Rural,NA,NA,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
155,Mountain Rural,SL040102,Mountain Rural,NA,NA,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
156,Waterloo Rural,SL040103,Waterloo Rural,NA,NA,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
157,York Rural,SL040104,York Rural,NA,NA,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
158,Central I,SL040201,Central I,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
159,East I,SL040203,East I,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
160,East II,SL040204,East II,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
161,Central II,SL040202,Central II,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
162,West III,SL040208,West III,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
163,West I,SL040206,West I,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
164,West II,SL040207,West II,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
165,Gorama Kono,SL010305,Gorama Kono,NA,NA,Kono,SL0103,Eastern,SL01,Sierra Leone,SL,1470009600000,1476662400000,NA
166,East III,SL040205,East III,NA,NA,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,1470009600000,1476662400000,NA
167,Tasso Island,SL020405,Tasso Island,NA,NA,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,1470009600000,1476662400000,NA
