OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
1,A Lawant,NG008022002,A Lawant,Alla  Lawanti, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
2,Abbaram,NG008003007,Abbaram,Lawanti / Malam / Mastari / Abbaram, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
3,Adarawo,NG002021001,Adarawo,Adarawo, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
4,Aduwa,NG008010001,Aduwa,Aduwa, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
5,Afunori,NG036013001,Afunori,Mirba-Kabir/Mirba Sagir, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
6,Afuye,NG008008009,Afuye,Sogoma / Afuye, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
7,Ajigin A,NG008007001,Ajigin A,Ajign (A), ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
8,Ajigin B,NG008007002,Ajigin B,Ajign (B), ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
9,Ajiri,NG008016011,Ajiri,Sojiri/ Nguro - Nguro, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
10,Ajiri,NG008019002,Ajiri,Anadua, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
11,Ajiya,NG002020001,Ajiya,Ajiya, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
12,Ala,NG008022001,Ala,Ala, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
13,Alagarno,NG008017001,Alagarno,Alagarno, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
14,Alagarno,NG036005001,Alagarno,Alagarno, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
15,Alarge,NG008026001,Alarge,Alarge, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
16,Alau,NG008013001,Alau,Alau, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
17,Alkalawa,NG002020002,Alkalawa,Alkalawa, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
18,Amchaka,NG008003008,Amchaka,Marka / Malge / Amchaka, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
19,Andara,NG008003001,Andara,Andara / Ajiri /Wulba, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
20,Ardimini,NG008009001,Ardimini,Ardimini, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
21,Ardoram,NG008020001,Ardoram,Ardo Ram, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
22,Arege,NG008001001,Arege,Arege, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
23,Asaga,NG008023001,Asaga,Asaga, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
24,Asheikri 1,NG036006001,Asheikri 1,Asheikri, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
25,Asheikri 2,NG036006002,Asheikri 2,Kawuri, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
26,Ashigashiya,NG008011001,Ashigashiya,Ashigashiya, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
27,Askira East,NG008002001,Askira East,Askira East, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
28,Auno,NG008016001,Auno,Auno / Chabbol, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
29,Ayi Yasku,NG008020002,Ayi Yasku,Ayi / Yasku, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
30,Azir Multe,NG008007003,Azir Multe,Azur/Multe/Forfor, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
31,Babangida,NG036015001,Babangida,Babangida, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
32,Badairi,NG008022011,Badairi,Ngeleiwa, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
33,Badu,NG008026002,Badu,Badu, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
34,Baga,NG008017002,Baga,Baga, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
35,Bahuli,NG002014001,Bahuli,Bahuli, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
36,Bajama,NG002012001,Bajama,Bajama, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
37,Bakari Goso,NG002003001,Bakari Goso,Bakari Guso, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
38,Bako,NG002021002,Bako,Bako, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
39,Bakta,NG002017001,Bakta,Bakta, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
40,Balbaya,NG008004001,Balbaya,Balbaya, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
41,Balle,NG036006003,Balle,Balle/Gallaba/Meleri, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
42,Bangshika,NG002007001,Bangshika,Bangshika, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
43,Banjiram,NG002006001,Banjiram,Banjiram, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
44,Banki,NG008003002,Banki,Buduwa / Bula Chirabe, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
45,Banowa,NG008001002,Banowa,Banowa, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
46,Bara,NG036008001,Bara,Bara, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
47,Bare,NG002016001,Bare,Bare, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
48,Bare Bari,NG036014001,Bare Bari,Bare-Bare/Bauya/Lalai Dumbulwa, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
49,Bargu,NG008027001,Bargu,Bargu / Burashika, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
50,Barwati,NG008017009,Barwati,Moduari / Barwari, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
51,Bayamari,NG036002001,Bayamari,Bayamari, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
52,Bazza Margi,NG002013001,Bazza Margi,Bazza Margi, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
53,Bebel,NG002010001,Bebel,Babel, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
54,Bebel,NG002011001,Bebel,Belel, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
55,Bego,NG008007004,Bego,Bego/Yerwa/Ngurna, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
56,Benisheikh,NG008014002,Benisheikh,Benisheikh, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
57,Beti,NG002002001,Beti,Beti, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
58,Betso,NG002014002,Betso,Betso, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
59,Bila Gusi,NG008018002,Bila Gusi,Gusi / Billa, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
60,Bilingwi,NG008012001,Bilingwi,Bilingwi, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
61,Bille,NG002001001,Bille,Bille, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
62,Bindigari Pawari,NG036003001,Bindigari Pawari,Bindigari/Fawari, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
63,Binyeri,NG002012002,Binyeri,Binyeri, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
64,Biriri,NG036015002,Biriri,Biriri/Churokusko, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
65,Bita Izge,NG008011002,Bita Izge,Bita / Izge, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
66,Bobini,NG002006002,Bobini,Bobini, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
67,Boboshe,NG008008001,Boboshe,Boboshe, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
68,Bodeno,NG002006003,Bodeno,Bodeno, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
69,Bodwai,NG002017002,Bodwai,Bodwai, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
70,Boga,NG002004001,Boga,Boga/ Dingai, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
71,Bogo,NG036011001,Bogo,Bogo, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
72,Bogomari,NG008003012,Bogomari,Wulbari/Ndine/Chachile, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
73,Bogum,NG008023002,Bogum,Bogum, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
74,Bole Yolde Pate,NG002021003,Bole Yolde Pate,Bole Yolde Pate, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
75,Bolewa A,NG036014002,Bolewa A,Bolewa 'A', ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
76,Bolewa B,NG036014003,Bolewa B,Bolewa 'B', ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
77,Bolori I,NG008021001,Bolori I,Bolori  I, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
78,Bolori II,NG008021002,Bolori II,Bolori  Ii, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
79,Borgozo,NG008014003,Borgozo,Borgozo, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
80,Borko,NG036006004,Borko,Zurgu Ngilewa / Borko, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
81,Borno Kiji,NG036005002,Borno Kiji,Borno Kiji/Ngarho/Bebbende, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
82,Borno Yesu,NG008020003,Borno Yesu,Borno Yesu, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
83,Borrong,NG002001002,Borrong,Borrong, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
84,Borsori,NG008022003,Borsori,Borsori, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
85,Briyel,NG008004002,Briyel,Briyel, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
86,Buduwa,NG036009001,Buduwa,Buduwa / Saminaka, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
87,Bukarti,NG036010001,Bukarti,Bukarti, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
88,Bulabulin,NG008011007,Bulabulin,Gwoza Wakane / Bulabulin, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
89,Bulabulin,NG008021003,Bulabulin,Bulablin, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
90,Bulabulin,NG036013002,Bulabulin,Bulabulin, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
91,Bulanguwa,NG036013003,Bulanguwa,Bulanguwa, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
92,Bularafa,NG036008002,Bularafa,Bularafa, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
93,Bulatura,NG036017001,Bulatura,Alanjirori, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
94,Bultuwa,NG036016001,Bultuwa,Bultuwa/Mar/Yaro, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
95,Buma,NG008027002,Buma,Buma, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
96,Bumsa,NG036008003,Bumsa,Bumsa, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
97,Bundur,NG008017003,Bundur,Bundur, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
98,Buni Gari,NG036007001,Buni Gari,Bunigari/Lawanti, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
99,Buni Yadi,NG036007002,Buni Yadi,Buniyadi North / South, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
100,Buratai,NG008005001,Buratai,Buratai, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
101,Busuna,NG008001006,Busuna,Malam Kaunari, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
102,Bwalki,NG002016002,Bwalki,Bolki, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
103,Chamba,NG008023003,Chamba,Chamba, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
104,Chikide,NG008011009,Chikide,Johode/Chikide/Kughum, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
105,Chikila,NG002006004,Chikila,Chikila, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
106,Chilariye,NG036012001,Chilariye,Chilariye, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
107,Chukuriya,NG036012002,Chukuriya,Dadiso / Chukuriwa, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
108,Dabira,NG008009002,Dabira,Dabira, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
109,Dabule,NG036013004,Dabule,Dabule, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
110,Dadingel,NG036007003,Dadingel,Dadingel, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
111,Dagona,NG036001001,Dagona,Dagona, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
112,Daima,NG008015009,Daima,"Rann ""B''/Daima", ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
113,Dakri,NG002005001,Dakri,Dakri, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
114,Daksiri,NG002007002,Daksiri,Daksiri, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
115,Dala,NG008013003,Dala,Dala Lawanti, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
116,Dalori,NG008016002,Dalori,Dalori / Wanori, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
117,Dalwa,NG008016009,Dalwa,Masba / Dalwa West, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
118,Damagum A,NG036005003,Damagum A,Damagum Town, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
119,Damagum B,NG036005004,Damagum B,Gaba Tasha/Aigada/Dumbulwa, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
120,Damai,NG036011002,Damai,Damai, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
121,Damakasu,NG036003002,Damakasu,Damakasu, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
122,Damakuli,NG008024001,Damakuli,Damakuli, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
123,Damaram,NG008026003,Damaram,Damaram, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
124,Damare,NG002005002,Damare,Damare, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
125,Damasak,NG008023004,Damasak,Damasak, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
126,Damaturu Central,NG036003003,Damaturu Central,Damaturu Central, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
127,Damboa Central,NG008007005,Damboa Central,Damboa, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
128,Danaba,NG002008001,Danaba,Danaba, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
129,Danani,NG036002002,Danani,Danani, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
130,Danchuwa,NG036014004,Danchuwa,Danchuwa/Bula, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
131,Dapchi,NG036002003,Dapchi,Dapchi, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
132,Darajamal,NG008003003,Darajamal,Dipchari / Jere / Dar-Jamal / Kotembe, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
133,Daura A,NG036005005,Daura A,Daura/Bulanyiwa/Dubbul/Bauwa, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
134,Daura B,NG036005006,Daura B,Dogon Kuka/Gishiwari/Gununu, ,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
135,Dawasa,NG036012003,Dawasa,Dawasa/G.Baba, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
136,Dawayo,NG036001002,Dawayo,Usur/Dawayo, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
137,Dawo 1,NG002019001,Dawo 1,Dawo I, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
138,Dawo 2,NG002019002,Dawo 2,Dawo II, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
139,Dazigau,NG036012004,Dazigau,Dazigau, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
140,Degaltura,NG036016002,Degaltura,Degaltura/Ngamzai, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
141,Degubi,NG036012005,Degubi,Degubi, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
142,Dekwa,NG036016003,Dekwa,Dekwa, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
143,Demsa,NG002001003,Demsa,Demsa, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
144,Digil,NG002014003,Digil,Digil, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
145,Dikwa,NG008008002,Dikwa,Dikwa, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
146,Dilala,NG036016004,Dilala,Dilala/Kalgi, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
147,Dille Huyim,NG008002003,Dille Huyim,Dille / Huyum, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
148,Dilli,NG002001004,Dilli,Dilli, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
149,Dirbishi,NG002015001,Dirbishi,Dirbishi/Gandira, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
150,Dirma,NG002018001,Dirma,Dirma, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
151,Dogo Tebo,NG036014005,Dogo Tebo,Dogo Tebo, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
152,Dogoma,NG008014004,Dogoma,Dogoma / Jalori, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
153,Dogon Nini,NG036014006,Dogon Nini,Dogo Nini, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
154,Dogoshi,NG008017004,Dogoshi,Dogoshi, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
155,Dokshi,NG036008004,Dokshi,Dokshi, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
156,Dole,NG036011003,Dole,Dole, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
157,Dong,NG002001005,Dong,Dong, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
158,Dongo,NG008014005,Dongo,Dongo, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
159,Doro,NG008017005,Doro,Doro / Duguri, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
160,Doubeli,NG002020003,Doubeli,Doubeli, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
161,Dubange,NG002009001,Dubange,Dubwangun, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
162,Dudduye,NG036012006,Dudduye,Pakarau Kare-Kare/ Pakarau Fulani, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
163,Dugja,NG008005003,Dugja,Dugja, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
164,Duhu,NG002010002,Duhu,Duhu/ Shuwa, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
165,Duji,NG008023005,Duji,Duji, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
