OBJECTID,admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
75,Maran,MY0807,NA,NA,NA,Pahang,MY08,Malaysia,MY,1606867200000,1613001600000,NA
76,Marang,MY1506,NA,NA,NA,Terengganu,MY15,Malaysia,MY,1606867200000,1613001600000,NA
77,Marudi,MY1316,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
78,Matu,MY1317,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
79,Melaka Tengah,MY0603,NA,NA,NA,Melaka,MY06,Malaysia,MY,1606867200000,1613001600000,NA
80,Meradong,MY1318,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
81,Mersing,MY0107,NA,NA,NA,Johor,MY01,Malaysia,MY,1606867200000,1613001600000,NA
82,Miri,MY1319,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
83,Muar,MY0108,NA,NA,NA,Johor,MY01,Malaysia,MY,1606867200000,1613001600000,NA
84,Mukah,MY1320,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
85,Nabawan,MY1212,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
86,Padang Terap,MY0208,NA,NA,NA,Kedeh,MY02,Malaysia,MY,1606867200000,1613001600000,NA
87,Pakan,MY1321,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
88,Papar,MY1213,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
89,Pasir Mas,MY0307,NA,NA,NA,Kelantan,MY03,Malaysia,MY,1606867200000,1613001600000,NA
90,Pasir Puteh,MY0308,NA,NA,NA,Kelantan,MY03,Malaysia,MY,1606867200000,1613001600000,NA
91,Pekan,MY0808,NA,NA,NA,Pahang,MY08,Malaysia,MY,1606867200000,1613001600000,NA
92,Penampang,MY1214,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
93,Pendang,MY0209,NA,NA,NA,Kedeh,MY02,Malaysia,MY,1606867200000,1613001600000,NA
94,Perak Tengah,MY0910,NA,NA,NA,Perak,MY09,Malaysia,MY,1606867200000,1613001600000,NA
95,Perlis,MY1001,NA,NA,NA,Perlis,MY10,Malaysia,MY,1606867200000,1613001600000,NA
96,Petaling,MY1707,NA,NA,NA,Selangor,MY17,Malaysia,MY,1606867200000,1613001600000,NA
97,Pitas,MY1215,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
98,Pokok Sena,MY0210,NA,NA,NA,Kedeh,MY02,Malaysia,MY,1606867200000,1613001600000,NA
99,Pontian,MY0109,NA,NA,NA,Johor,MY01,Malaysia,MY,1606867200000,1613001600000,NA
100,Port Dickson,MY0704,NA,NA,NA,Negeri,MY07,Malaysia,MY,1606867200000,1613001600000,NA
101,Putatan,MY1216,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
102,Ranau,MY1217,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
103,Raub,MY0809,NA,NA,NA,Pahang,MY08,Malaysia,MY,1606867200000,1613001600000,NA
104,Rembau,MY0705,NA,NA,NA,Negeri,MY07,Malaysia,MY,1606867200000,1613001600000,NA
105,Rompin,MY0810,NA,NA,NA,Pahang,MY08,Malaysia,MY,1606867200000,1613001600000,NA
106,S.P. Tengah,MY1103,NA,NA,NA,Pulau Pinang,MY11,Malaysia,MY,1606867200000,1613001600000,NA
107,S.P. Utara,MY1104,NA,NA,NA,Pulau Pinang,MY11,Malaysia,MY,1606867200000,1613001600000,NA
108,S.P.Selatan,MY1102,NA,NA,NA,Pulau Pinang,MY11,Malaysia,MY,1606867200000,1613001600000,NA
109,Sabak Bernam,MY1708,NA,NA,NA,Selangor,MY17,Malaysia,MY,1606867200000,1613001600000,NA
110,Samarahan,MY1322,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
111,Sandakan,MY1218,NA,NA,NA,Sabah,MY12,Malaysia,MY,1606867200000,1613001600000,NA
112,Saratok,MY1323,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
113,Sarikei,MY1324,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
114,Segamat,MY0110,NA,NA,NA,Johor,MY01,Malaysia,MY,1606867200000,1613001600000,NA
115,Selangau,MY1325,NA,NA,NA,Sarawak,MY13,Malaysia,MY,1606867200000,1613001600000,NA
