OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
650,Sary-Kamysh,Сары-Камышский,Сары-Камыш,KG03225835000,NA,NA,NA,NA,NA,NA,NA,Toktogul,Токтогульский,Токтогул,KG03225000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
651,Sary-Koo,Сары-Кооский,Сары-Коо,KG08209838000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
652,Sary-Tash,Сары-Ташский,Сары-Таш,KG06207844000,NA,NA,NA,NA,NA,NA,NA,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
653,Savay,Савайский,Савай,KG06226850000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
654,Saydykum,Сайдыкумский,Сайдыкум,KG03207856000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
655,Saylyk,Сайлыкский,Сайлык,KG08223845000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
656,Saypidin-Atabekov,Сайпидин-Атабековский,Сайпидин Атабеков,KG03220854000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
657,Saz,Сазский,Саз,KG08222852000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
658,Semenovka,Семеновский,Семеновка,KG02215825000,NA,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
659,Semiz-Bel,Семиз-Бельский,Семиз-Бел,KG04235832000,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
660,Shadykan,Шадыканский,Шадыкан,KG07220808000,NA,NA,NA,NA,NA,NA,NA,Bakai-Ata,Бакай-Атинский,Бакай-Ата,KG07220000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
661,Shamaldy-Say,Шамалды-Сай,Шамалды-Сай,KG03420520010,NA,NA,NA,NA,NA,NA,NA,Tash-Kumir (city),г.Таш-Кумыр,Таш-Көмүр ш.,KG03420000010,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,semi-urban settlement,поселок городского типа,шаар тибиндеги посёлоктун (штп) белгиси
662,Shamshy,Шамшынский,Шамшы,KG08223868000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
663,Shark,Шаркский,Шарк,KG06226868000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
664,Shaydan,Шайданский,Шайдан,KG03215876000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
665,Sheker,Шекерский,Шекер,KG07215843000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
666,Shopokov (city),Шопоков,Шопоков,KG08222600010,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
667,Sokuluk,Сокулукский,Сокулук,KG08222865000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
668,Son-Kul,Сон-Кульский,Соң-Көл,KG04235843000,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
669,Sosnovka,Сосновский,Сосновка,KG08209844000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
670,Sovet,Советский,Совет,KG05258864000,NA,NA,NA,NA,NA,NA,NA,Kadamjai,Кадамжайский,Кадамжай,KG05258000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
671,Sretenka,Сретенский,Сретенка,KG08217840000,NA,NA,NA,NA,NA,NA,NA,Moscow,Московский,Москва,KG08217000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
672,Stepnoe,Степнинский,Степное,KG08209848000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
673,Sumbulin,Сумбулинский,Сумбула,KG05236836000,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
674,Sumsar,Сумсарский,Сумсар,KG03230844000,NA,NA,NA,NA,NA,NA,NA,Chatkal,Чаткальский,Чаткал,KG03230000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
675,Suu-Bashyn,Суу-Башынский,Суу-Башы,KG05214852000,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
676,Suusamyr,Суусамырский,Суусамыр,KG08209830000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
677,Suzak,Сузакский,Сузак,KG03220856000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
678,Svetloya Polyana,Светлополянский,Светлая Поляна,KG02210860000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
679,Syn-Tash,Сын-Ташский,Сын-Таш,KG08206846000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
680,Talaa-Bulak,Талаа-Булакский,Талаа-Булак,KG04235835000,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
681,Talduu-Bulak,Талдуу-Булакский,Талдуу-Булак,KG03207857000,NA,NA,NA,NA,NA,NA,NA,Bazar-Korgon,Базар-Коргонский,Базар-Коргон,KG03207000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
682,Taldy-Bulak,Талды-Булакский,Талды-Булак,KG08209857000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
683,Taldy-Suu,Талды-Сууский,Талды-Суу,KG02225876000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
684,Taldy-Suu,Талды-Сууский,Талды-Суу,KG04220845000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
685,Taldy-Suu,Талды-Сууский,Талды-Суу,KG06207838000,NA,NA,NA,NA,NA,NA,NA,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
686,Tamchy,Тамчынский,Тамчы,KG02215830000,NA,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
687,Tamga,Тамгинский,Тамга,KG02210862000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
688,Tash-Bulak,Таш-Булакский,Таш-Булак,KG03220863000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
