OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
396,Debeli,Дебелинский,Дөбөлү,KG04245812000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
397,Den-Bulak,Ден-Булакский,Дөң-Булак,KG06255817000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
398,Djalpak-Tash,Джалпак-Ташский,Жалпак-Таш,KG06255813000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
399,Djan-Bulak,Джан-Булакский,Жан-Булак,KG04245815000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
400,Djany-Alysh,Джаны-Алышский,Жаңы-Алыш,KG08213813000,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
401,Djany-Aryk,Джаны-Арыкский,Жаңы-Арык,KG04230806000,NA,NA,NA,NA,NA,NA,NA,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
402,Djany-Aryk,Джаны-Арыкский,Жаңы-Арык,KG06226806000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
403,Djany-Djer,Джаны-Джерский,Жаңы-Жер,KG05236808000,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
404,Djany-Djer,Джаны-Джерский,Жаңы-Жер,KG08222822000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
405,Djany-Djol,Джаны-Джольский,Жаңы-Жол,KG03211813000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
406,Djany-Djol',Джаны-Джольский,Жаңы-Жол,KG03225815000,Djany-Djol,NA,NA,NA,NA,NA,NA,Toktogul,Токтогульский,Токтогул,KG03225000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
407,Djany-Nookat,Джаны-Ноокатский,Жаңы-Ноокат,KG06242814000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
408,Djany-Pakhty,Джаны-Пахтинский,Жаңы-Пахта,KG08222826000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
409,Djany-Talap,Джаны-Талапский,Жаңы-Талап,KG04210825000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
410,Djargylchak,Джаргылчакский,Жаргылчак,KG02210825000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
411,Djeek,Джээкский,Жээк,KG08206818000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
412,Djerge-Tal,Джерге-Талский,Жерге-Тал,KG03211860000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
413,Djergetal,Джергеталский,Жерге-Тал,KG04245818000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
414,Djergetal,Джергеталский,Жерге-Тал,KG07232810000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
415,Djeti-Oguz,Джети-Огузский,Жети-Өгүз,KG02210830000,NA,NA,NA,NA,NA,NA,NA,Jeti-Oguz,Жети-Огузский,Жети-Өгүз,KG02210000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
416,Djosholu,Джошолунский,Жошолу,KG06207818000,NA,NA,NA,NA,NA,NA,NA,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
417,Djumgal,Джумгальский,Жумгал,KG04230809000,NA,NA,NA,NA,NA,NA,NA,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
418,Djylandy,Джыландынский,Жыланды,KG06255815000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
419,Dolon,Долонский,Долон,KG07232813000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
420,Dostuk,Достукский,Достук,KG03215821000,NA,NA,NA,NA,NA,NA,NA,Nooken,Ноокенский,Ноокен,KG03215000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
421,Dostuk,Достукский,Достук,KG04245863000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
422,Emgek-Talaa,Эмгек-Талинский,Эмгек-Талаа,KG04245855000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
423,Emgekchil,Эмгекчильский,Эмгекчил,KG04245832000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
424,Enilchek,Энильчекский,Эңилчек,KG02205852000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
425,Frunze,Фрунзенский,Фрунзе,KG08219849000,NA,NA,NA,NA,NA,NA,NA,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
426,Frunze,Фрунзенский,Фрунзе,KG08222869000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
427,Gavrilovka,Гавриловский,Гавриловка,KG08222817000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
428,Grozd,Грозденский,Гроздь,KG08203819000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
429,Gulchi,Гульчинский,Гүлчө,KG06207814000,NA,NA,NA,NA,NA,NA,NA,Alai,Алайский,Алай,KG06207000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
430,Gyulstan,Гюльстанский,Гүлстан,KG06242811000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
431,Ibraimov,Ибраимовский,Ибраимов,KG08223815000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
432,Il′ich,Ильичевский,Ильич,KG08213817000,Ilich,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
433,Internatsional,Интернациональный,Интернационал,KG08206821000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
434,Isanov,Исановский,Исанов,KG06242836000,NA,NA,NA,NA,NA,NA,NA,Nookat,Ноокатский,Ноокат,KG06242000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
435,Isfana (city),Исфана,Исфана,KG05236610010,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
436,Iskra,Искринский,Искра,KG08223812000,NA,NA,NA,NA,NA,NA,NA,Chui,Чуйский,Чүй,KG08223000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
437,Issyk-Ata,Иссык-Атинский,Ысык-Ата,KG08206822000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
438,Issyk-Kel,Иссык-Кельский,Ысык-Көл,KG02225815000,NA,NA,NA,NA,NA,NA,NA,Tup,Тюпский,Түп,KG02225000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
439,Ivanovka,Ивановский,Ивановка,KG08206812000,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
440,Iyri-Suu,Ийри-Сууский,Ийри-Суу,KG06255826000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
441,Jayyl,Жайылский,Жайыл,KG08209811000,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
442,Jazy,Жазыский,Жазы,KG06255824000,NA,NA,NA,NA,NA,NA,NA,Uzgen,Узгенский,Өзгөн,KG06255000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
443,Jekendi,Жекендинский,Жекенди,KG06259816000,NA,NA,NA,NA,NA,NA,NA,Chon-Alai,Чон-Алайский,Чоӊ-Алай,KG06259000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
444,Jerge-Tal,Жерге-Тальский,Жерге-Тал,KG04210819000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
445,Joosh,Жоошский,Жоош,KG06226807000,NA,NA,NA,NA,NA,NA,NA,Kara-Suu,Кара-Сууский,Кара-Суу,KG06226000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
446,Jyrgalan,Жыргаланский,Жыргалаң,KG02205855000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
447,Kabak,Кабакский,Кабак,KG04230813000,NA,NA,NA,NA,NA,NA,NA,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
448,Kadji-Say,Каджи-Сайский,Кажы-Сай,KG02220828000,NA,NA,NA,NA,NA,NA,NA,Ton,Тонский,Тоӊ,KG02220000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
449,Kaindy,Каиндинский,Каинды,KG07225818000,NA,NA,NA,NA,NA,NA,NA,Manas,Манасский,Манас,KG07225000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
450,Kaindy (city),Каинды,Каинды,KG08219600010,NA,NA,NA,NA,NA,NA,NA,Panfilov,Панфиловский,Панфилов,KG08219000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
451,Kalba,Калбинский,Калба,KG07232862000,NA,NA,NA,NA,NA,NA,NA,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
452,Kamyshanovka,Камышановский,Камышановка,KG08222828000,NA,NA,NA,NA,NA,NA,NA,Sokuluk,Сокулукский,Сокулук,KG08222000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
453,Kant (city),Кант,Кант,KG08206600010,NA,NA,NA,NA,NA,NA,NA,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
454,Kanysh-Kyya,Каныш-Кыянский,Каныш-Кыя,KG03230822000,NA,NA,NA,NA,NA,NA,NA,Chatkal,Чаткальский,Чаткал,KG03230000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
455,Kapchygay,Капчыгайский,Капчыгай,KG06246812000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
456,Kara-Almin,Кара-Алминский,Кара-Алма,KG03220825000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
457,Kara-Bak,Кара-Бакский,Кара-Бак,KG05214823000,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
458,Kara-Balta (city),Кара-Балта,Кара-Балта,KG08209600010,NA,NA,NA,NA,NA,NA,NA,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,independent city,город районного значения,шаар
459,Kara-Bulak,Кара-Булакский,Кара-Булак,KG05214824000,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
460,Kara-Bulak,Кара-Булакский,Кара-Булак,KG08213820000,NA,NA,NA,NA,NA,NA,NA,Kemin,Кеминский,Кемин,KG08213000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
461,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215818000,NA,NA,NA,NA,NA,NA,NA,Kara-Buura,Кара-Бууринский,Кара-Буура,KG07215000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
462,Kara-Byurgen,Кара-Бюргенский,Кара-Бүргөн,KG04210816000,NA,NA,NA,NA,NA,NA,NA,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
463,Kara-Daryyan,Кара-Дарыянский,Кара-Дарья,KG03220828000,NA,NA,NA,NA,NA,NA,NA,Suzak,Сузакский,Сузак,KG03220000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
464,Kara-Djal,Кара-Джалский,Кара-Жал,KG02205812000,NA,NA,NA,NA,NA,NA,NA,Ak-Suu,Ак-Суйский,Ак-Суу,KG02205000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
465,Kara-Djygach,Кара-Джыгачский,Кара-Жыгач,KG08203826000,NA,NA,NA,NA,NA,NA,NA,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
466,Kara-Jygach,Кара-Жыгачский,Кара-Жыгач,KG03211832000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
467,Kara-Kochkor,Кара-Кочкорский,Кара-Кочкор,KG06246818000,NA,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
468,Kara-Koyun,Кара-Коюнский,Кара-Коюн,KG04220832000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
469,Kara-Kudjur,Кара-Куджурский,Кара-Кужур,KG04245829000,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
470,Kara-Kul'dja,Кара-Кульджинский,Кара-Кулжа,KG06246820000,Kara-Kuldja,NA,NA,NA,NA,NA,NA,Kara-Kulja,Кара-Кулжинский,Кара-Кулжа,KG06246000000,Osh,Ошская,Ош,KG06000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
471,Kara-Oy,Кара-Ойский,Кара-Ой,KG02215815000,NA,NA,NA,NA,NA,NA,NA,Issyk-Kul,Иссык-Кульский,Ысык-Көл,KG02215000000,Issyk-Kul,Иссык-Кульская,Ысык-Көл,KG02000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
472,Kara-Suu,Кара-Суйский,Кара-Суу,KG03211857000,NA,NA,NA,NA,NA,NA,NA,Aksy,Аксыйский,Аксы,KG03211000000,Jalal-Abad,Джалал-Абадская,Жалалабат,KG03000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
473,Kara-Suu,Кара-Суйский,Кара-Суу,KG04220836000,NA,NA,NA,NA,NA,NA,NA,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
474,Kara-Suu,Кара-Суйский,Кара-Суу,KG04235812000,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,community,айылный аймак,айыл аймаг
