OBJECTID,admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
1,Abi Gharaq,ابي غرق,IQG07Q02N02,NA,NA,NA,NA,NA,Al-Hilla,الحلة,IQG07Q02,Babil,بابل,IQG07,Iraq,العراق,IQ,1559174400000,1559520000000,NA
2,Abu Dalf,ابو دلف,IQG16Q01N02,NA,NA,NA,NA,NA,Al-Daur,الدور,IQG16Q01,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,1559174400000,1559520000000,NA
3,Abu Ghraib,ابي غريب,IQG08Q02N02,NA,NA,NA,NA,NA,Al-Kadhmiyah,الكاظمية,IQG08Q02,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,1559174400000,1559520000000,NA
4,Agjalare,ئاغجة لةر,IQG06Q02N01,NA,NA,NA,NA,NA,Chamchamal,جمجمال,IQG06Q02,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,1559174400000,1559520000000,NA
5,Akaika,عكيكة,IQG17Q05N04,NA,NA,NA,NA,NA,Suq Al-Shoyokh,سوق الشيوخ,IQG17Q05,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
6,Al-Abbasi,العباسية,IQG13Q01N04,NA,NA,NA,NA,NA,Al-Hawiga,الحويجة,IQG13Q01,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,1559174400000,1559520000000,NA
7,Al-Adel,العدل,IQG14Q05N02,NA,NA,NA,NA,NA,Al-Mejar Al-Kabir,المجر الكبير,IQG14Q05,Maysan,ميسان,IQG14,Iraq,العراق,IQ,1559174400000,1559520000000,NA
8,Al-Ahrar,الاحرار,IQG18Q03N01,NA,NA,NA,NA,NA,Al-Namaniya,النعمانية,IQG18Q03,Wassit,واسط,IQG18,Iraq,العراق,IQ,1559174400000,1559520000000,NA
9,Al-Alam,العلم,IQG16Q06N02,NA,NA,NA,NA,NA,Tikrit,تكريت,IQG16Q06,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,1559174400000,1559520000000,NA
10,Al-Amirya,العامرية,IQG01Q01N01,NA,NA,NA,NA,NA,Al-Falluja,الفلوجة,IQG01Q01,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
11,Al-Atheem,العظيم,IQG10Q01N01,NA,NA,NA,NA,NA,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,1559174400000,1559520000000,NA
12,Al-Ayadiya,العياضية,IQG15Q08N02,NA,NA,NA,NA,NA,Telafar,تلعفر,IQG15Q08,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,1559174400000,1559520000000,NA
13,Al-Aziz,العزير,IQG14Q05N01,NA,NA,NA,NA,NA,Al-Mejar Al-Kabir,المجر الكبير,IQG14Q05,Maysan,ميسان,IQG14,Iraq,العراق,IQ,1559174400000,1559520000000,NA
14,Al-Aziziya,العزيزية,IQG18Q04N05,NA,NA,NA,NA,NA,Al-Suwaira,الصويرة,IQG18Q04,Wassit,واسط,IQG18,Iraq,العراق,IQ,1559174400000,1559520000000,NA
15,Al-Baghdady,البغدادي,IQG01Q07N01,NA,NA,NA,NA,NA,Heet,هيت,IQG01Q07,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
16,Al-Bahhar,البحار,IQG02Q03N01,NA,NA,NA,NA,NA,Al-Faw,الفاو,IQG02Q03,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,1559174400000,1559520000000,NA
17,Al-Bashaer,البشائر,IQG18Q01N01,NA,NA,NA,NA,NA,Al-Hai,الحي,IQG18Q01,Wassit,واسط,IQG18,Iraq,العراق,IQ,1559174400000,1559520000000,NA
18,Al-Battha'a,البطحاء,IQG17Q04N01,Al-Batthaa,NA,NA,NA,NA,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
19,Al-Bdair,البدير,IQG05Q01N01,NA,NA,NA,NA,NA,Afaq,عفك,IQG05Q01,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,1559174400000,1559520000000,NA
20,Al-Daghara,الدغارة,IQG05Q02N01,NA,NA,NA,NA,NA,Al-Diwaniya,الديوانية,IQG05Q02,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,1559174400000,1559520000000,NA
21,Al-Dair,الدير,IQG02Q05N01,NA,NA,NA,NA,NA,Al-Qurna,القرنة,IQG02Q05,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,1559174400000,1559520000000,NA
22,Al-Dawaya,الدواية,IQG17Q03N03,NA,NA,NA,NA,NA,Al-Shatra,الشطرة,IQG17Q03,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
23,Al-Dujeel,الدجيل,IQG16Q04N04,NA,NA,NA,NA,NA,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,1559174400000,1559520000000,NA
24,Al-Duloeyah,الضلوعية,IQG16Q04N03,NA,NA,NA,NA,NA,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,1559174400000,1559520000000,NA
25,Al-Duski,الدوسكي,IQG09Q02N01,NA,NA,NA,NA,NA,Duhok,دهوك,IQG09Q02,Duhok,دهوك,IQG09,Iraq,العراق,IQ,1559174400000,1559520000000,NA
26,Al-Emam,الامام,IQG07Q03N02,NA,NA,NA,NA,NA,Al-Mahaweel,المحاويل,IQG07Q03,Babil,بابل,IQG07,Iraq,العراق,IQ,1559174400000,1559520000000,NA
27,Al-Esshaqi,الاسحاقي,IQG16Q04N02,NA,NA,NA,NA,NA,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,1559174400000,1559520000000,NA
28,Al-Fadhliya,الفضلية,IQG17Q05N03,NA,NA,NA,NA,NA,Suq Al-Shoyokh,سوق الشيوخ,IQG17Q05,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
29,Al-Fahama,الفحامة,IQG08Q01N02,NA,NA,NA,NA,NA,Al-Adhamiya,الاعظمية,IQG08Q01,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,1559174400000,1559520000000,NA
30,Al-Fajer,الفجر,IQG17Q02N01,NA,NA,NA,NA,NA,Al-Rifai,الرفاعي,IQG17Q02,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
31,Al-Fawwar,الفوار,IQG05Q01N02,NA,NA,NA,NA,NA,Afaq,عفك,IQG05Q01,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,1559174400000,1559520000000,NA
32,Al-Forat,الفرات,IQG01Q07N02,NA,NA,NA,NA,NA,Heet,هيت,IQG01Q07,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
33,Al-Fuhood,الفهود,IQG17Q01N01,NA,NA,NA,NA,NA,Al-Chibayish,الجبايش,IQG17Q01,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
34,Al-Garma,الكرمة,IQG01Q01N02,NA,NA,NA,NA,NA,Al-Falluja,الفلوجة,IQG01Q01,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
35,Al-Gharraf,القراف,IQG17Q03N02,NA,NA,NA,NA,NA,Al-Shatra,الشطرة,IQG17Q03,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
36,Al-Habbaniya,الحبانية,IQG01Q03N01,NA,NA,NA,NA,NA,Al-Ramadi,الرمادي,IQG01Q03,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
37,Al-Hafriya,الحفرية,IQG18Q04N04,NA,NA,NA,NA,NA,Al-Suwaira,الصويرة,IQG18Q04,Wassit,واسط,IQG18,Iraq,العراق,IQ,1559174400000,1559520000000,NA
38,Al-Hammar,الحمار,IQG17Q01N02,NA,NA,NA,NA,NA,Al-Chibayish,الجبايش,IQG17Q01,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
39,Al-Haqlaniya,الحقلانية,IQG01Q06N01,NA,NA,NA,NA,NA,Haditha,حديثة,IQG01Q06,Al-Anbar,الانبار,IQG01,Iraq,العراق,IQ,1559174400000,1559520000000,NA
40,Al-Hartha,الهارثة,IQG02Q02N01,NA,NA,NA,NA,NA,Al-Basrah,البصرة,IQG02Q02,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,1559174400000,1559520000000,NA
41,Al-Hassainya,الحسينية,IQG12Q03N02,NA,NA,NA,NA,NA,Kerbela,كربلاء,IQG12Q03,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,1559174400000,1559520000000,NA
42,Al-Haydariya,الحيدرية,IQG04Q03N01,NA,NA,NA,NA,NA,Al-Najaf,النجف,IQG04Q03,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,1559174400000,1559520000000,NA
43,Al-Heera,الحيرة,IQG04Q02N01,NA,NA,NA,NA,NA,Al-Manathera, المناذرة,IQG04Q02,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,1559174400000,1559520000000,NA
44,Al-Hilal,الهلال,IQG03Q02N01,NA,NA,NA,NA,NA,Al-Rumaitha,الرميثة,IQG03Q02,Al-Muthanna,المثنى,IQG03,Iraq,العراق,IQ,1559174400000,1559520000000,NA
45,Al-Howweir,الهوير,IQG02Q04N01,NA,NA,NA,NA,NA,Al-Midaina,المدينة,IQG02Q04,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,1559174400000,1559520000000,NA
46,Al-Huriya,الحرية,IQG04Q01N01,NA,NA,NA,NA,NA,Al-Kufa,الكوفة,IQG04Q01,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,1559174400000,1559520000000,NA
47,Al-Iskandaria,الاسكندرية,IQG07Q04N02,NA,NA,NA,NA,NA,Al-Mussyab,المسيب,IQG07Q04,Babil,بابل,IQG07,Iraq,العراق,IQ,1559174400000,1559520000000,NA
48,Al-Islah,الاصلاح,IQG17Q04N04,NA,NA,NA,NA,NA,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,1559174400000,1559520000000,NA
