OBJECTID,admin3Name_en,admin3Name_fr,admin3Name_ht,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin3AltName1_ht,admin3AltName2_ht,admin2Name_en,admin2Name_fr,admin2Name_ht,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_ht,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,date,validOn,validTo
212,2e Section des Varreux,2e Section des Varreux, ,HT0117-01,NA,NA,NA,NA,NA,NA,NA,Cite Soleil,Cité Soleil, ,HT0117,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
213,2e Section des Varreux,2e Section des Varreux, ,HT0131-02,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
214,2e Section Despas,2e Section Despas, ,HT0741-02,NA,NA,NA,NA,NA,NA,NA,Coteaux,Côteaux, ,HT0741,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
215,2e Section Dory,2e Section Dory, ,HT0715-02,NA,NA,NA,NA,NA,NA,NA,Maniche,Maniche, ,HT0715,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
216,2e Section Dos d'Ane,2e Section Dos d'Ane, ,HT0932-02,2e Section Dos dAne,NA,NA,NA,NA,NA,NA,Baie de Henne,Baie de Henne, ,HT0932,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
217,2e Section Dumont,2e Section Dumont, ,HT0721-02,NA,NA,NA,NA,NA,NA,NA,Port-Salut,Port-Salut, ,HT0721,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
218,2e Section Eaux Basses,2e Section Eaux Basses, ,HT1032-02,NA,NA,NA,NA,NA,NA,NA,Grand-Boucan,Grand-Boucan, ,HT1032,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
219,2e Section Ecrevisse ou Grosse Roche,2e Section Ecrevisse ou Grosse Roche, ,HT0441-02,NA,NA,NA,NA,NA,NA,NA,Vallieres,Vallières, ,HT0441,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
220,2e Section Edelin,2e Section Edelin, ,HT0752-02,NA,NA,NA,NA,NA,NA,NA,Les Anglais,Les Anglais, ,HT0752,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
221,2e Section Espere,2e Section Espère, ,HT0834-02,NA,NA,NA,NA,NA,NA,NA,Pestel,Pestel, ,HT0834,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
222,2e Section Fond-des-Negres ou Morne Brice,2e Section Fond-des-Nègres ou Morne Brice, ,HT1013-02,NA,NA,NA,NA,NA,NA,NA,Fonds des Negres,Fonds des Nègres, ,HT1013,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
223,2e Section Fond Cochon ou Lopineau,2e Section Fond Cochon ou Lopineau, ,HT0832-02,NA,NA,NA,NA,NA,NA,NA,Roseaux,Roseaux, ,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
224,2e Section Fond d'Icaque,2e Section Fond d'Icaque, ,HT0831-02,2e Section Fond d Icaque,NA,NA,NA,NA,NA,NA,Corail,Corail, ,HT0831,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
225,2e Section Fond Melon (Selles),2e Section Fond Melon (Selles), ,HT0211-02,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
226,2e Section Fond Melon Michineau,2e Section Fond Melon Michineau, ,HT0213-04,NA,NA,NA,NA,NA,NA,NA,Cayes-Jacmel,Cayes-Jacmel, ,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
227,2e Section Fonds Baptiste,2e Section Fonds Baptiste, ,HT0141-02,NA,NA,NA,NA,NA,NA,NA,Arcahaie,Arcahaie, ,HT0141,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
228,2e Section Fonfrede,2e Section Fonfrède, ,HT0711-02,NA,NA,NA,NA,NA,NA,NA,Les Cayes,Les Cayes, ,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
229,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon, ,HT0541-02,NA,NA,NA,NA,NA,NA,NA,Dessalines,Dessalines, ,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
230,2e Section Gaillard,2e Section Gaillard, ,HT0213-02,NA,NA,NA,NA,NA,NA,NA,Cayes-Jacmel,Cayes-Jacmel, ,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
231,"2e Section Glaudine ou ""Jacquesil""","2e Section Glaudine ou ""Jacquesil""", ,HT0434-02,2e Section Glaudine ou Jacquesil,NA,NA,NA,NA,NA,NA,Caracol,Caracol, ,HT0434,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
232,2e Section Grand Bassin,2e Section Grand Bassin, ,HT0433-02,NA,NA,NA,NA,NA,NA,NA,Terrier Rouge,Terrier Rouge, ,HT0433,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
233,2e Section Grand Vide,2e Section Grand Vide, ,HT0152-03,NA,NA,NA,NA,NA,NA,NA,Pointe a Raquette,Pointe à Raquette, ,HT0152,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
234,2e Section Grande-Riviere-Joly,2e Section Grande-Rivière-Joly, ,HT1021-02,NA,NA,NA,NA,NA,NA,NA,Anse-a-Veau,Anse-à-Veau, ,HT1021,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
235,2e Section Grande Plaine,2e Section Grande Plaine, ,HT0132-02,NA,NA,NA,NA,NA,NA,NA,Thomazeau,Thomazeau, ,HT0132,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
236,2e Section Grande Riviere Fesles,2e Section Grande Rivière Fesles, ,HT0212-02,NA,NA,NA,NA,NA,NA,NA,Marigot,Marigot, ,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
237,2e Section Guinaudee,2e Section Guinaudee, ,HT0934-02,NA,NA,NA,NA,NA,NA,NA,Jean Rabel,Jean Rabel, ,HT0934,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
238,2e Section Haut du Cap,2e Section Haut du Cap, ,HT0311-02,NA,NA,NA,NA,NA,NA,NA,Cap-Haitien,Cap-Haïtien, ,HT0311,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
239,2e Section Haute Voldrogue,2e Section Haute Voldrogue, ,HT0811-02,NA,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
240,2e Section Juampas,2e Section Juampas, ,HT0631-02,NA,NA,NA,NA,NA,NA,NA,Lascahobas,Lascahobas, ,HT0631,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
241,2e Section la Belle Mere,2e Section la Belle Mère, ,HT0344-02,NA,NA,NA,NA,NA,NA,NA,Pignon,Pignon, ,HT0344,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
242,2e Section la Haye,2e Section la Haye, ,HT0633-02,NA,NA,NA,NA,NA,NA,NA,Savanette,Savanette, ,HT0633,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
243,2e Section la Pointe,2e Section la Pointe, ,HT0911-02,NA,NA,NA,NA,NA,NA,NA,Port-de-Paix,Port-de-Paix, ,HT0911,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
244,2e Section la Selle,2e Section la Selle, ,HT0622-02,NA,NA,NA,NA,NA,NA,NA,Saut d'Eau,Saut d'Eau, ,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
245,2e Section La Vallee de Bainet ou Ternier,2e Section La Vallee de Bainet ou Ternier, ,HT0214-02,NA,NA,NA,NA,NA,NA,NA,La Vallee,La Vallée, ,HT0214,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
246,2e Section Labiche,2e Section Labiche, ,HT0222-02,NA,NA,NA,NA,NA,NA,NA,Cotes de Fer,Côtes de Fer, ,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
247,2e Section Lamine,2e Section Lamine, ,HT0422-02,NA,NA,NA,NA,NA,NA,NA,Capotille,Capotille, ,HT0422,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
248,2e Section Lociane,2e Section Lociane, ,HT0642-02,NA,NA,NA,NA,NA,NA,NA,Thomassique,Thomassique, ,HT0642,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
249,2e Section Mabriole,2e Section Mabriole, ,HT0231-02,NA,NA,NA,NA,NA,NA,NA,Belle Anse,Belle Anse, ,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
250,2e Section Mare-Rouge,2e Section Mare-Rouge, ,HT0931-02,NA,NA,NA,NA,NA,NA,NA,Mole Saint Nicolas,Môle Saint Nicolas, ,HT0931,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
251,2e Section Mare Rouge,2e Section Mare Rouge, ,HT0912-02,NA,NA,NA,NA,NA,NA,NA,La Tortue,La Tortue, ,HT0912,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
252,2e Section Marmont,2e Section Marmont, ,HT0611-02,NA,NA,NA,NA,NA,NA,NA,Hinche,Hinche, ,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
253,2e Section Martineau,2e Section Martineau, ,HT0733-02,NA,NA,NA,NA,NA,NA,NA,Cavaillon,Cavaillon, ,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
254,2e Section Mathurin,2e Section Mathurin, ,HT0341-02,NA,NA,NA,NA,NA,NA,NA,Saint-Raphael,Saint-Raphaël, ,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
