OBJECTID,admin3Name_en,admin3Name_fr,admin3Name_ht,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin3AltName1_ht,admin3AltName2_ht,admin2Name_en,admin2Name_fr,admin2Name_ht,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Name_ht,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,date,validOn,validTo
457,5e Section Bas Quartier,5e Section Bas Quartier, ,HT0352-05,NA,NA,NA,NA,NA,NA,NA,Port-Margot,Port-Margot, ,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
458,5e Section Bastien,5e Section Bastien, ,HT0532-05,NA,NA,NA,NA,NA,NA,NA,Verrettes,Verrettes, ,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
459,5e Section Bel Air,5e Section Bel Air, ,HT0231-05,NA,NA,NA,NA,NA,NA,NA,Belle Anse,Belle Anse, ,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
460,5e Section Bellevue Chardonniere,5e Section Bellevue Chardonnière, ,HT0114-05,NA,NA,NA,NA,NA,NA,NA,Petion-Ville,Pétion-Ville, ,HT0114,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
461,5e Section Bocozelle,5e Section Bocozelle, ,HT0531-05,NA,NA,NA,NA,NA,NA,NA,Saint-Marc,Saint-Marc, ,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
462,5e Section Bonneau,5e Section Bonneau, ,HT0921-05,NA,NA,NA,NA,NA,NA,NA,Saint-Louis du Nord,Saint-Louis du Nord, ,HT0921,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
463,5e Section Boucan Belier,5e Section Boucan Belier, ,HT0222-05,NA,NA,NA,NA,NA,NA,NA,Cotes de Fer,Côtes de Fer, ,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
464,5e Section Champagne,5e Section Champagne, ,HT0351-05,NA,NA,NA,NA,NA,NA,NA,Borgne,Borgne, ,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
465,5e Section Coupe a David,5e Section Coupe à David, ,HT0321-05,NA,NA,NA,NA,NA,NA,NA,Acul du Nord,Acul du Nord, ,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
466,5e Section Coupeau,5e Section Coupeau, ,HT0113-05,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
467,5e Section Delices,5e Section Delices, ,HT0141-05,NA,NA,NA,NA,NA,NA,NA,Arcahaie,Arcahaie, ,HT0141,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
468,5e Section Dessources,5e Section Dessources, ,HT0934-05,NA,NA,NA,NA,NA,NA,NA,Jean Rabel,Jean Rabel, ,HT0934,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
469,5e Section Dubourg,5e Section Dubourg, ,HT0372-05,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
470,5e Section Duchity,5e Section Duchity, ,HT0834-05,NA,NA,NA,NA,NA,NA,NA,Pestel,Pestel, ,HT0834,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
471,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos, ,HT0541-05,NA,NA,NA,NA,NA,NA,NA,Dessalines,Dessalines, ,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
472,"5e Section Génipailler
","5e Section Génipailler
", ,HT0134-05,5e Section Genipailler ,NA,NA,NA,NA,NA,NA,Cornillon / Grand Bois,Cornillon / Grand Bois, ,HT0134,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
473,5e Section Gens de Nantes,5e Section Gens de Nantes, ,HT0421-05,NA,NA,NA,NA,NA,NA,NA,Ouanaminthe,Ouanaminthe, ,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
474,5e Section Grand Fond,5e Section Grand Fond, ,HT0115-05,NA,NA,NA,NA,NA,NA,NA,Kenscoff,Kenscoff, ,HT0115,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
475,5e Section Grande Colline,5e Section Grande Colline, ,HT0123-05,NA,NA,NA,NA,NA,NA,NA,Grand-Goave,Grand-Goâve, ,HT0123,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
476,5e Section Gros Mangle,5e Section Gros Mangle, ,HT0152-01,NA,NA,NA,NA,NA,NA,NA,Pointe a Raquette,Pointe à Raquette, ,HT0152,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
477,5e Section Haut du Trou,5e Section Haut du Trou, ,HT0342-05,NA,NA,NA,NA,NA,NA,NA,Dondon,Dondon, ,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
478,5e Section Jolitrou,5e Section Jolitrou, ,HT0331-05,NA,NA,NA,NA,NA,NA,NA,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
479,5e Section l'Ermite,5e Section l'Ermite, ,HT0551-05,5e Section lErmite,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
480,5e Section la Trouble,5e Section la Trouble, ,HT0371-05,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
481,5e Section Labranle,5e Section Labranle, ,HT0511-05,NA,NA,NA,NA,NA,NA,NA,Gonaives,Gonaïves, ,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
482,5e Section Laroque,5e Section Laroque, ,HT0733-05,NA,NA,NA,NA,NA,NA,NA,Cavaillon,Cavaillon, ,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
483,5e Section Marbial,5e Section Marbial, ,HT0211-05,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
484,5e Section Mare a Coiffe,5e Section Mare à Coiffe, ,HT0731-05,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
485,5e Section Mercy,5e Section Mercy, ,HT0711-05,NA,NA,NA,NA,NA,NA,NA,Les Cayes,Les Cayes, ,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
486,5e Section Moka Neuf,5e Section Moka Neuf, ,HT0432-05,NA,NA,NA,NA,NA,NA,NA,Sainte Suzanne,Sainte Suzanne, ,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
487,5e Section Palmiste a Vin,5e Section Palmiste à Vin, ,HT0121-05,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
488,5e Section Pays Pourri,5e Section Pays Pourri, ,HT0133-04,NA,NA,NA,NA,NA,NA,NA,Ganthier,Ganthier, ,HT0133,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
489,5e Section Pendu,5e Section Pendu, ,HT0521-05,NA,NA,NA,NA,NA,NA,NA,Gros Morne,Gros Morne, ,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
490,5e Section Perodin,5e Section Perodin, ,HT0542-05,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
491,5e Section Petit Bois,5e Section Petit Bois, ,HT0131-05,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
492,5e Section Picmy,5e Section Picmy, ,HT0151-05,NA,NA,NA,NA,NA,NA,NA,Anse a Galets,Anse à Galets, ,HT0151,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
493,5e Section Ravine a Charles,5e Section Ravine à Charles, ,HT0811-05,NA,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
494,5e Section Ravine Desroches,5e Section Ravine Desroches, ,HT0361-05,NA,NA,NA,NA,NA,NA,NA,Limbe,Limbé, ,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
495,5e Section Riviere Salee,5e Section Rivière Salee, ,HT1031-05,NA,NA,NA,NA,NA,NA,NA,Baraderes,Baradères, ,HT1031,Nippes,Nippes,Nip,HT10,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
496,5e Section Savane Dubois,5e Section Savane Dubois, ,HT0212-05,NA,NA,NA,NA,NA,NA,NA,Marigot,Marigot, ,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
497,5e Section Sucrerie Henri,5e Section Sucrerie Henri, ,HT0732-05,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
498,5e Section Trou Canari,5e Section Trou Canari, ,HT0122-05,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
499,6e Section Bas de Lacroix,6e Section Bas de Lacroix, ,HT0221-06,NA,NA,NA,NA,NA,NA,NA,Bainet,Bainet, ,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
500,6e Section Belle Fontaine,6e Section Belle Fontaine, ,HT0131-06,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
501,6e Section Boulmier,6e Section Boulmier, ,HT0711-06,NA,NA,NA,NA,NA,NA,NA,Les Cayes,Les Cayes, ,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
502,6e Section Bouvier,6e Section Bouvier, ,HT0113-06,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
503,6e Section Bras Gauche,6e Section Bras Gauche, ,HT0352-06,NA,NA,NA,NA,NA,NA,NA,Port-Margot,Port-Margot, ,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
504,6e Section Charrette,6e Section Charrette, ,HT0531-06,NA,NA,NA,NA,NA,NA,NA,Saint-Marc,Saint-Marc, ,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
505,6e Section Cormiers,6e Section Cormiers, ,HT0331-06,NA,NA,NA,NA,NA,NA,NA,Grande Riviere Du Nord,Grande Riviere Du Nord, ,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
506,6e Section Fond Bleu,6e Section Fond Bleu, ,HT0432-06,NA,NA,NA,NA,NA,NA,NA,Sainte Suzanne,Sainte Suzanne, ,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
507,6e Section Grande Colline,6e Section Grande Colline, ,HT0123-06,NA,NA,NA,NA,NA,NA,NA,Grand-Goave,Grand-Goâve, ,HT0123,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
508,6e Section Grande Source,6e Section Grande Source, ,HT0934-06,NA,NA,NA,NA,NA,NA,NA,Jean Rabel,Jean Rabel, ,HT0934,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
509,6e Section Îles Blanches,6e Section Îles Blanches, ,HT0811-06,6e Section Iles Blanches,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
510,6e Section Ilot-a-Corne,6e Section Ilot-à-Corne, ,HT0361-06,NA,NA,NA,NA,NA,NA,NA,Limbe,Limbé, ,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
511,6e Section Jamais Vu,6e Section Jamais Vu, ,HT0222-06,NA,NA,NA,NA,NA,NA,NA,Cotes de Fer,Côtes de Fer, ,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
512,6e Section La Colline,6e Section La Colline, ,HT0731-06,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
513,6e Section la Corne,6e Section la Corne, ,HT0911-06,NA,NA,NA,NA,NA,NA,NA,Port-de-Paix,Port-de-Paix, ,HT0911,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
514,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos, ,HT0541-06,NA,NA,NA,NA,NA,NA,NA,Dessalines,Dessalines, ,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
515,6e Section la Ville,6e Section la Ville, ,HT0371-06,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
516,6e Section Lacedras,6e Section Lacedras, ,HT0551-06,NA,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
517,6e Section Lafague (Chamoise),6e Section Lafague (Chamoise), ,HT0921-06,NA,NA,NA,NA,NA,NA,NA,Saint-Louis du Nord,Saint-Louis du Nord, ,HT0921,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
518,6e Section Les Îles Cayemittes,6e Section Les Îles Cayemittes, ,HT0834-06,6e Section Les Iles Cayemittes,NA,NA,NA,NA,NA,NA,Pestel,Pestel, ,HT0834,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
519,6e Section Matheux,6e Section Matheux, ,HT0141-06,NA,NA,NA,NA,NA,NA,NA,Arcahaie,Arcahaie, ,HT0141,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
520,6e Section Medor,6e Section Medor, ,HT0542-06,NA,NA,NA,NA,NA,NA,NA,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite, ,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
521,6e Section Molas,6e Section Molas, ,HT0351-06,NA,NA,NA,NA,NA,NA,NA,Borgne,Borgne, ,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
522,6e Section Montagne La Voûte,6e Section Montagne La Voûte, ,HT0211-06,6e Section Montagne La Voute,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
523,6e Section Orangers,6e Section Orangers, ,HT0121-06,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
524,6e Section Petite Anse,6e Section Petite Anse, ,HT0151-06,NA,NA,NA,NA,NA,NA,NA,Anse a Galets,Anse à Galets, ,HT0151,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
525,6e Section Pichon,6e Section Pichon, ,HT0231-06,NA,NA,NA,NA,NA,NA,NA,Belle Anse,Belle Anse, ,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
526,6e Section Piment,6e Section Piment, ,HT0372-06,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
527,6e Section Savane Carree,6e Section Savane Carree, ,HT0521-06,NA,NA,NA,NA,NA,NA,NA,Gros Morne,Gros Morne, ,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
528,6e Section Solon,6e Section Solon, ,HT0732-06,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
529,6e Section Soufriere,6e Section Soufrière, ,HT0321-06,NA,NA,NA,NA,NA,NA,NA,Acul du Nord,Acul du Nord, ,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
530,6e Section Terre Natte,6e Section Terre Natte, ,HT0532-06,NA,NA,NA,NA,NA,NA,NA,Verrettes,Verrettes, ,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
531,6e Section Trou Canari,6e Section Trou Canari, ,HT0122-06,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
532,7e Section Bassin,7e Section Bassin, ,HT0371-07,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
533,7e Section Belle Fontaine,7e Section Belle Fontaine, ,HT0131-07,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
534,7e Section Bras Gauche,7e Section Bras Gauche, ,HT0221-07,NA,NA,NA,NA,NA,NA,NA,Bainet,Bainet, ,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
535,7e Section Cherette,7e Section Cherette, ,HT0732-07,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
536,7e Section Cote de Feret Fond Lagrange,7e Section Cote de Feret Fond Lagrange, ,HT0351-07,NA,NA,NA,NA,NA,NA,NA,Borgne,Borgne, ,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
537,7e Section des Platons,7e Section des Platons, ,HT0122-07,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
538,7e Section Diondion,7e Section Diondion, ,HT0934-07,NA,NA,NA,NA,NA,NA,NA,Jean Rabel,Jean Rabel, ,HT0934,North-West,Nord-Ouest,Nòdwès,HT09,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
539,7e Section Frangipane,7e Section Frangipane, ,HT0731-07,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
540,7e Section Gerard,7e Section Gerard, ,HT0123-07,NA,NA,NA,NA,NA,NA,NA,Grand-Goave,Grand-Goâve, ,HT0123,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
541,7e Section Grande Riviere de Jacmel,7e Section Grande Rivière de Jacmel, ,HT0211-07,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
542,7e Section Lavalle,7e Section Lavalle, ,HT0113-07,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
543,7e Section Mapou,7e Section Mapou, ,HT0231-07,NA,NA,NA,NA,NA,NA,NA,Belle Anse,Belle Anse, ,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
544,7e Section Marfranc ou Grande Riviere,7e Section Marfranc ou Grande Rivière, ,HT0811-07,NA,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
545,7e Section Marmont,7e Section Marmont, ,HT0551-07,NA,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
546,7e Section Moulin,7e Section Moulin, ,HT0521-07,NA,NA,NA,NA,NA,NA,NA,Gros Morne,Gros Morne, ,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
547,7e Section Parques,7e Section Parques, ,HT0121-07,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
548,7e Section Riviere Laporte,7e Section Rivière Laporte, ,HT0372-07,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
549,8e Section Bas Coq Chante,8e Section Bas Coq Chante, ,HT0211-08,NA,NA,NA,NA,NA,NA,NA,Jacmel,Jacmel, ,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
550,8e Section Beausejour,8e Section Beausejour, ,HT0121-08,NA,NA,NA,NA,NA,NA,NA,Leogane,Léogâne, ,HT0121,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
551,8e Section Belle Fontaine,8e Section Belle Fontaine, ,HT0131-08,NA,NA,NA,NA,NA,NA,NA,Croix-Des-Bouquets,Croix-Des-Bouquets, ,HT0131,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
552,8e Section Berly,8e Section Berly, ,HT0113-08,NA,NA,NA,NA,NA,NA,NA,Carrefour,Carrefour, ,HT0113,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
553,8e Section Colline a Mongons,8e Section Colline à Mongons, ,HT0731-08,NA,NA,NA,NA,NA,NA,NA,Aquin,Aquin, ,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
554,8e Section Corail-Henri,8e Section Corail-Henri, ,HT0732-08,NA,NA,NA,NA,NA,NA,NA,Saint Louis du Sud,Saint Louis du Sud, ,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
555,8e Section des Platons,8e Section des Platons, ,HT0122-08,NA,NA,NA,NA,NA,NA,NA,Petit-Goave,Petit-Goâve, ,HT0122,West,Ouest,Lwès,HT01,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
556,8e Section Fond Rouge Dahere,8e Section Fond Rouge Dahere, ,HT0811-08,NA,NA,NA,NA,NA,NA,NA,Jeremie,Jérémie, ,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
557,8e Section Grande Riviere,8e Section Grande Rivière, ,HT0371-08,NA,NA,NA,NA,NA,NA,NA,Plaisance,Plaisance, ,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
558,8e Section l'Attalaye,8e Section l'Attalaye, ,HT0551-08,8e Section lAttalaye,NA,NA,NA,NA,NA,NA,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye, ,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
559,8e Section Margot,8e Section Margot, ,HT0372-08,NA,NA,NA,NA,NA,NA,NA,Pilate,Pilate, ,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
560,8e Section Oranger,8e Section Oranger, ,HT0221-08,NA,NA,NA,NA,NA,NA,NA,Bainet,Bainet, ,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
561,8e Section Ravine Gros Morne,8e Section Ravine Gros Morne, ,HT0521-08,NA,NA,NA,NA,NA,NA,NA,Gros Morne,Gros Morne, ,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
562,9e Section Bas des Gris Gris,9e Section Bas des Gris Gris, ,HT0221-09,NA,NA,NA,NA,NA,NA,NA,Bainet,Bainet, ,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,1504656000000,1543449600000,NA
