OBJECTID,admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
170,Adiarsa Barat,ID3215113001,NA,NA,NA,Karawang Barat,ID3215113,Karawang,ID3215,Jawa Barat,ID32,Indonesia,ID,1576800000000,1585699200000,NA
171,Adiarsa Timur,ID3215112001,NA,NA,NA,Karawang Timur,ID3215112,Karawang,ID3215,Jawa Barat,ID32,Indonesia,ID,1576800000000,1585699200000,NA
172,Adidharma,ID3209171001,NA,NA,NA,Gunungjati,ID3209171,Cirebon,ID3209,Jawa Barat,ID32,Indonesia,ID,1576800000000,1585699200000,NA
173,Adijaya,ID1804100011,NA,NA,NA,Pekalongan,ID1804100,Lampung Timur,ID1804,Lampung,ID18,Indonesia,ID,1576800000000,1585699200000,NA
174,Adijaya,ID9102010001,NA,NA,NA,Buruway,ID9102010,Kaimana,ID9102,Papua Barat,ID91,Indonesia,ID,1576800000000,1585699200000,NA
175,Adikarso,ID3305120011,NA,NA,NA,Kebumen,ID3305120,Kebumen,ID3305,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
176,Adikarto,ID3305150007,NA,NA,NA,Adimulyo,ID3305150,Kebumen,ID3305,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
177,Adikarto,ID3308070005,NA,NA,NA,Muntilan,ID3308070,Magelang,ID3308,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
178,Adil Makmur,ID1209200012,NA,NA,NA,Bosar Maligas,ID1209200,Simalungun,ID1209,Sumatera Utara,ID12,Indonesia,ID,1576800000000,1585699200000,NA
179,Adil Makmur,ID1602031016,NA,NA,NA,Cengal,ID1602031,Ogan Komering Ilir,ID1602,Sumatera Selatan,ID16,Indonesia,ID,1576800000000,1585699200000,NA
180,Adiluhur,ID3305150011,NA,NA,NA,Adimulyo,ID3305150,Kebumen,ID3305,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
181,Adimulya,ID3301020006,NA,NA,NA,Wanareja,ID3301020,Cilacap,ID3301,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
182,Adimulyo,ID3305150008,NA,NA,NA,Adimulyo,ID3305150,Kebumen,ID3305,Jawa Tengah,ID33,Indonesia,ID,1576800000000,1585699200000,NA
