OBJECTID,admin3Name_pt,admin3Pcode,admin3RefName,admin3AltName1_pt,admin3AltName2_pt,admin2Name_pt,admin2Pcode,admin1Name_pt,admin1Pcode,admin0Name_en,admin0Name_pt,admin0Pcode,date,validOn,validTo
235,Memba,MZ071104,NA,NA,NA,Memba,MZ0711,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
236,Meponda,MZ080103,NA,NA,NA,Chimbonila,MZ0801,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
237,Mepuagiua,MZ110603,NA,NA,NA,Gurue,MZ1106,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
238,Mesa,MZ010102,NA,NA,NA,Ancuabe,MZ0101,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
239,Messano,MZ020104,NA,NA,NA,Bilene,MZ0201,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
240,Messica,MZ040804,NA,NA,NA,Manica,MZ0408,Manica,MZ04,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
241,Metangula,MZ080604,NA,NA,NA,Lago,MZ0806,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
242,Metarica,MZ081501,NA,NA,NA,Metarica,MZ0815,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
243,Meti,MZ070502,NA,NA,NA,Lalaua,MZ0705,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
244,Metoro,MZ010103,NA,NA,NA,Ancuabe,MZ0101,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
245,Metuge,MZ010901,NA,NA,NA,Metuge,MZ0109,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
246,Micaune,MZ110202,NA,NA,NA,Chinde,MZ1102,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
247,Mieze,MZ010902,NA,NA,NA,Metuge,MZ0109,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
248,Milange,MZ111302,NA,NA,NA,Milange,MZ1113,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
249,Milhana,MZ071002,NA,NA,NA,Mecuburi,MZ0710,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
250,Mirate,MZ011102,NA,NA,NA,Montepuez,MZ0111,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
251,Mitande,MZ080902,NA,NA,NA,Mandimba,MZ0809,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
252,Miteda,MZ011302,NA,NA,NA,Muidumbe,MZ0113,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
253,Moamba,MZ050701,NA,NA,NA,Moamba,MZ0507,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
254,Moatize,MZ101202,NA,NA,NA,Moatize,MZ1012,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
255,Mocimboa Da Praia,MZ011003,NA,NA,NA,Mocimboa Da Praia,MZ0110,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
256,Mocuba,MZ111401,NA,NA,NA,Mocuba,MZ1114,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
257,Mocubela,MZ111502,NA,NA,NA,Mocubela,MZ1115,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
258,Mocumbi,MZ030502,NA,NA,NA,Inharrime,MZ0305,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
259,Molumbo,MZ111601,NA,NA,NA,Molumbo,MZ1116,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
260,Moma,MZ071402,NA,NA,NA,Moma,MZ0714,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
261,Monapo,MZ071502,NA,NA,NA,Monapo,MZ0715,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
262,Mongue,MZ111303,NA,NA,NA,Milange,MZ1113,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
263,Montepuez,MZ011103,NA,NA,NA,Montepuez,MZ0111,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
264,Mopeia,MZ111702,NA,NA,NA,Mopeia,MZ1117,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
265,Morrumbala,MZ111803,NA,NA,NA,Morrumbala,MZ1118,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
266,Morrumbene,MZ031101,NA,NA,NA,Morrumbene,MZ0311,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
267,Mossuril,MZ071603,NA,NA,NA,Mossuril,MZ0716,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
268,Motaze,MZ050304,NA,NA,NA,Magude,MZ0503,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
269,Mphende,MZ100902,NA,NA,NA,Magoe,MZ1009,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
270,Muabanama,MZ111002,NA,NA,NA,Lugela,MZ1110,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
271,Muaguide,MZ010802,NA,NA,NA,Meluco,MZ0108,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
272,Mualadze,MZ100402,NA,NA,NA,Chifunde,MZ1004,Tete,MZ10,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
273,Mualama,MZ112301,NA,NA,NA,Pebane,MZ1123,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
274,Muanza,MZ091202,NA,NA,NA,Muanza,MZ0912,Sofala,MZ09,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
275,Muaquia,MZ080802,NA,NA,NA,Majune,MZ0808,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
276,Muatua,MZ071303,NA,NA,NA,Mogovolas,MZ0713,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
277,Mubangoene,MZ020803,NA,NA,NA,Guija,MZ0208,Gaza,MZ02,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
278,Mucoduene,MZ031102,NA,NA,NA,Morrumbene,MZ0311,Inhambane,MZ03,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
279,Mucojo,MZ010603,NA,NA,NA,Macomia,MZ0106,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
280,Mucuali,MZ070602,NA,NA,NA,Larde,MZ0706,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
281,Muculoene,MZ071702,NA,NA,NA,Muecate,MZ0717,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
282,Muecate,MZ071703,NA,NA,NA,Muecate,MZ0717,Nampula,MZ07,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
283,Mueda,MZ011203,NA,NA,NA,Mueda,MZ0112,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
284,Muembe,MZ081602,NA,NA,NA,Muembe,MZ0816,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
285,Mugazine,MZ050603,NA,NA,NA,Matutuine,MZ0506,Maputo,MZ05,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
286,Mugeba,MZ111402,NA,NA,NA,Mocuba,MZ1114,Zambezia,MZ11,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
287,Muidumbe,MZ011303,NA,NA,NA,Muidumbe,MZ0113,Cabo Delgado,MZ01,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
288,Muipite,MZ081801,NA,NA,NA,Nipepe,MZ0818,Niassa,MZ08,Mozambique,Moçambique,MZ,1554163200000,1559865600000,NA
