OBJECTID,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
57,Cojutepeque,SV0402,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
58,El Carmen,SV0403,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
59,El Rosario,SV0404,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
60,Monte San Juan,SV0405,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
61,Oratorio de Concepción,SV0406,Oratorio de Concepcion,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
62,San Bartolomé Perulapía,SV0407,San Bartolome Perulapia,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
63,San Cristóbal,SV0408,San Cristobal,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
64,San José Guayabal,SV0409,San Jose Guayabal,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
65,San Pedro Perulapán,SV0410,San Pedro Perulapan,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
66,San Rafael Cedros,SV0411,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
67,San Ramón,SV0412,San Ramon,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
68,Santa Cruz Analquito,SV0413,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
69,Santa Cruz Michapa,SV0414,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
70,Suchitoto,SV0415,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
71,Tenancingo,SV0416,NA,NA,NA,Cuscatlán,SV04,El Salvador,SV,1590710400000,1612396800000,NA
72,Antiguo Cuscatlán,SV0501,Antiguo Cuscatlan,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
73,Chiltiupán,SV0502,Chiltiupan,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
74,Ciudad Arce,SV0503,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
75,Colón,SV0504,Colon,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
76,Comasagua,SV0505,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
77,Huizúcar,SV0506,Huizucar,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
78,Jayaque,SV0507,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
79,Jicalapa,SV0508,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
80,La Libertad,SV0509,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
81,Nueva San Salvador,SV0510,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
82,Nuevo Cuscatlán,SV0511,Nuevo Cuscatlan,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
83,Opico,SV0512,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
84,Quezaltepeque,SV0513,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
85,Sacacoyo,SV0514,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
86,San José Villanueva,SV0515,San Jose Villanueva,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
87,San Matías,SV0516,San Matias,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
88,San Pablo Tacachico,SV0517,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
89,Talnique,SV0518,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
90,Tamanique,SV0519,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
91,Teotepeque,SV0520,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
92,Tepecoyo,SV0521,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
93,Zaragoza,SV0522,NA,NA,NA,La Libertad,SV05,El Salvador,SV,1590710400000,1612396800000,NA
94,Cuyultitán,SV0601,Cuyultitan,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
95,El Rosario,SV0602,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
96,Jerusalén,SV0603,Jerusalen,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
97,Mercedes La Ceiba,SV0604,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
98,Olocuilta,SV0605,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
99,Paraíso de Osorio,SV0606,Paraiso de Osorio,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
100,San Antonio Masahuat,SV0607,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
101,San Emigdio,SV0608,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
102,San Francisco Chinameca,SV0609,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
103,San Juan Nonualco,SV0610,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
104,San Juan Talpa,SV0611,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
105,San Juan Tepezontes,SV0612,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
106,San Luis La Herradura,SV0613,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
107,San Luis Talpa,SV0614,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
108,San Miguel Tepezontes,SV0615,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
109,San Pedro Masahuat,SV0616,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
110,San Pedro Nonualco,SV0617,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
111,San Rafael Obrajuelo,SV0618,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
112,Santa María Ostuma,SV0619,Santa Maria Ostuma,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
113,Santiago Nonualco,SV0620,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
114,Tapalhuaca,SV0621,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
115,Zacatecoluca,SV0622,NA,NA,NA,La Paz,SV06,El Salvador,SV,1590710400000,1612396800000,NA
116,Anamorós,SV0701,Anamoros,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
117,Bolívar,SV0702,Bolivar,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
118,Concepción de Oriente,SV0703,Concepcion de Oriente,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
119,Conchagua,SV0704,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
120,El Carmen,SV0705,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
121,El Sauce,SV0706,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
122,Intipucá,SV0707,Intipuca,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
123,La Unión,SV0708,La Union,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
124,Lislique,SV0709,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
125,Meanguera del Golfo,SV0710,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
126,Nueva Esparta,SV0711,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
127,Pasaquina,SV0712,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
128,Polorós,SV0713,Poloros,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
129,San José,SV0715,San Jose,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
130,Santa Rosa de Lima,SV0716,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
131,Yayantique,SV0717,NA,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
132,Yucuaiquín,SV0718,Yucuaiquin,NA,NA,La Unión,SV07,El Salvador,SV,1590710400000,1612396800000,NA
133,Arambala,SV0801,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
134,Cacaopera,SV0802,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
135,Chilanga,SV0803,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
136,Corinto,SV0804,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
137,Delicias de Concepción,SV0805,Delicias de Concepcion,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
138,El Divisadero,SV0806,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
139,El Rosario,SV0807,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
140,Gualococti,SV0808,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
141,Guatajiagua,SV0809,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
142,Joateca,SV0810,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
143,Jocoaitique,SV0811,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
144,Jocoro,SV0812,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
145,Lolotiquillo,SV0813,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
146,Meanguera,SV0814,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
147,Osicala,SV0815,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
148,Perquín,SV0816,Perquin,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
149,San Carlos,SV0817,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
150,San Fernando,SV0818,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
151,San Francisco Gotera,SV0819,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
152,San Isidro,SV0820,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
153,San Simón,SV0821,San Simon,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
154,Sensembra,SV0822,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
155,Sociedad,SV0823,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
156,Torola,SV0824,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
157,Yamabal,SV0825,NA,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
158,Yoloaiquín,SV0826,Yoloaiquin,NA,NA,Morazán,SV08,El Salvador,SV,1590710400000,1612396800000,NA
159,Carolina,SV0901,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
160,Chapeltique,SV0902,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
161,Chinameca,SV0903,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
162,Chirilagua,SV0904,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
163,Ciudad Barrios,SV0905,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
164,Comacarán,SV0906,Comacaran,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
165,El Tránsito,SV0907,El Transito,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
166,Lolotique,SV0908,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
167,Moncagua,SV0909,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
168,Nueva Guadalupe,SV0910,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
169,Nuevo Edén de San Juan,SV0911,Nuevo Eden de San Juan,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
170,Quelepa,SV0912,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
171,San Antonio,SV0913,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
172,San Gerardo,SV0914,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
173,San Jorge,SV0915,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
174,San Luis de la Reina,SV0916,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
175,San Miguel,SV0917,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
176,San Rafael,SV0918,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
177,Sesori,SV0919,NA,NA,NA,San Miguel,SV09,El Salvador,SV,1590710400000,1612396800000,NA
