OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
146,Jhal Jao,PK70102,NA,NA,NA,Awaran,PK701,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
147,Jhal Magsi,PK70902,NA,NA,NA,Jhal Magsi,PK709,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
148,Jhang,PK61202,NA,NA,NA,Jhang,PK612,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
149,Jhat Pat,PK70802,NA,NA,NA,Jaffarabad,PK708,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
150,Jhelum,PK61302,NA,NA,NA,Jhelum,PK613,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
151,Jhuddo,PK81202,NA,NA,NA,Mirpur Khas,PK812,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
152,Jiwani,PK70602,NA,NA,NA,Gwadar,PK706,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
153,Johi,PK80202,NA,NA,NA,Dadu,PK802,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
154,Kabal,PK22205,NA,NA,NA,Swat,PK222,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
155,Kabirwala,PK61502,NA,NA,NA,Khanewal,PK615,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
156,Kahan,PK71701,NA,NA,NA,Kohlu,PK717,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
157,Kahror Pacca,PK61902,NA,NA,NA,Lodhran,PK619,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
158,Kahuta,PK63002,NA,NA,NA,Rawalpindi,PK630,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
159,Kairpur Tamewali,PK60303,NA,NA,NA,Bahawalpur,PK603,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
160,Kakar Khurasan,PK73001,NA,NA,NA,Zhob,PK730,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
161,Kalam,PK22206,NA,NA,NA,Swat,PK222,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
162,Kalat,PK71001,NA,NA,NA,Kalat,PK710,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
163,Kalkot,PK23003,NA,NA,NA,Upper Dir,PK230,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
164,Kallar Kahar,PK60503,NA,NA,NA,Chakwal,PK605,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
165,Kallar Sayedan,PK63003,NA,NA,NA,Rawalpindi,PK630,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
166,Kalurkot,PK60403,NA,NA,NA,Bhakkar,PK604,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
167,Kamalia,PK63502,NA,NA,NA,Toba Tek Singh,PK635,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
