OBJECTID,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
345,Kolosso,ML030307,NA,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
346,Kondi,ML060109,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
347,Koniakary,ML010315,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
348,Konina,ML030411,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
349,Koningué,ML030412,Koningue,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
350,Konna,ML050605,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
351,Konobougou,ML040106,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
352,Konodimini,ML040615,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
353,Konséguéla,ML030413,Konseguela,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
354,Konsiga,ML010707,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
355,Kontéla,ML010107,Kontela,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
356,Koporo Pen,ML050510,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
357,Koporokendie Na,ML050511,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
358,Korarou,ML050411,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
359,Koréra Koré,ML010609,Korera Kore,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
360,Koro,ML050512,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
361,Korodougou,ML040210,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
362,Korombana,ML050606,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
363,Koromo,ML030414,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
364,Koronga,ML020708,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
365,Kotouba,ML010518,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
366,Koubaye,ML050607,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
367,Koubéwel Koundia,ML050412,Koubewel Koundia,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
368,Koula,ML020603,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
369,Koula,ML040704,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
370,Koulandougou,ML040211,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
371,Koulikoro,ML020604,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
372,Koulogon Habé,ML050206,Koulogon Habe,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
373,Koulou,ML010519,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
374,Koumaïra,ML060404,Koumaira,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
375,Koumankou,ML030523,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
376,Koumantou,ML030114,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
377,Koumbia,ML030704,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
378,Kounari,ML050608,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
379,Koundian,ML010108,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
380,Kouniana,ML030415,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
381,Kouoro,ML030524,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
382,Kourouba,ML020419,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
383,Kouroukoto,ML010410,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
384,Kouroulamini,ML030115,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
385,Kourouma,ML030525,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
386,Kourounikoto,ML010520,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
387,Koury,ML030705,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
388,Koussan,ML030607,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
389,Koussané,ML010316,Koussane,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
390,Koutiala,ML030416,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
391,Kremis,ML010708,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
392,Lafia,ML060504,NA,NA,NA,Tombouctou,ML0605,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
393,Lakamané,ML010212,Lakamane,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
394,Lambidou,ML010213,NA,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
395,Lanfiala,ML040705,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
396,Léré,ML060405,Lere,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
397,Lessagou Habé,ML050207,Lessagou Habe,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
398,Liberté Dembaya,ML010317,Liberte Dembaya,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
399,Lobougoula,ML030526,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
400,Logo,ML010318,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
401,Logouana,ML030417,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
402,Loulouni,ML030206,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
403,Lowol Guéou,ML050111,Lowol Gueou,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
404,M'bouna,ML060211,Mbouna,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
405,M'pessoba,ML030419,Mpessoba,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
406,Macina,ML040305,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
407,Madiama,ML050307,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
408,Madiga Sacko,ML010214,NA,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
409,Madina,ML010521,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
410,Madina Sacko,ML020106,NA,NA,NA,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
411,Madougou,ML050513,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
412,Mafouné,ML040706,Mafoune,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
413,Mahina,ML010109,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
414,Mahou,ML030706,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
415,Makano,ML010522,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
416,Mandé,ML020420,Mande,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
417,Mandiakuy,ML040707,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
418,Maramandougou,ML020305,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
419,Marekaffo,ML010709,NA,NA,NA,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
420,Maréna Diombougou,ML010319,Marena Diombougou,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
421,Mariko,ML040404,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
422,Marintoumania,ML010320,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
423,Markala,ML040616,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
424,Massala,ML040617,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
425,Massantola,ML020504,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
426,Massigui,ML020215,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
427,Matomo,ML040306,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
428,Méguétan,ML020605,Meguetan,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
429,Ména,ML030308,Mena,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
430,Ménaka,ML070403,Menaka,NA,NA,Ménaka,ML0704,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
431,Menamba I,ML030707,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
432,Méridiéla,ML030116,Meridiela,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
433,Métoumou,ML050112,Metoumou,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
434,Miena,ML030418,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
435,Minidian,ML020306,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
436,Miniko,ML030527,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
437,Miria,ML030528,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
438,Misséni,ML030207,Misseni,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
439,Missirikoro,ML030529,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
440,Mondoro,ML050413,NA,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
441,Monimpébougou,ML040307,Monimpebougou,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
442,Mopti,ML050609,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
443,Moribabougou,ML020421,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
444,Moribila,ML040511,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
445,Mountougoula,ML020422,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
446,N'dlondougou,ML020217,Ndlondougou,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
447,N'dodjiga,ML050806,Ndodjiga,NA,NA,Youwarou,ML0508,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
448,N'gabacoro Droit,ML020423,Ngabacoro Droit,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
449,N'gara,ML040618,Ngara,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
450,N'garadougou,ML020218,Ngaradougou,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
451,N'gassola,ML040107,Ngassola,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
452,N'goa,ML040512,Ngoa,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
453,N'golobougou,ML020219,Ngolobougou,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
454,N'golodiana,ML030310,Ngolodiana,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
455,N'golonianasso,ML030422,Ngolonianasso,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
456,N'gorkou,ML060406,Ngorkou,NA,NA,Niafunké,ML0604,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
457,N'gouraba,ML020424,Ngouraba,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
458,N'goutjina,ML030423,Ngoutjina,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
459,N'koumandougou,ML040619,Nkoumandougou,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
460,N'tillit,ML070305,Ntillit,NA,NA,Gao,ML0703,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
461,N'tjiba,ML020427,Ntjiba,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
462,N'tjikouna,ML030533,Ntjikouna,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
463,N'torosso,ML040515,Ntorosso,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
464,N'tossoni,ML030425,Ntossoni,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
465,Nafanga,ML030420,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
466,Namala Guimba,ML010523,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
467,Nampalari,ML040405,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
468,Nampé,ML030421,Nampe,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
469,Nangalasso,ML030309,NA,NA,NA,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
470,Nangola,ML020216,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
471,Nara,ML020709,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
472,Narena,ML020307,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
473,Natien,ML030530,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
474,Néma Badenyakafo,ML050308,Nema Badenyakafo,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
475,Niagadina,ML020425,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
476,Niala,ML040212,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
477,Niamana,ML020710,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
478,Niamana,ML040513,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
479,Niambia,ML010110,NA,NA,NA,Bafoulabe,ML0101,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
480,Niansanari,ML050309,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
481,Niantaga,ML030424,NA,NA,NA,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
482,Niantanso,ML010524,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
483,Niantjila,ML020220,NA,NA,NA,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
484,Niasso,ML040514,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
485,Niéna,ML030531,Niena,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
486,Nimbougou,ML030208,NA,NA,NA,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
487,Niono,ML040406,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
488,Nioro,ML010610,NA,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
489,Nioro Tougouné Rangaba,ML010611,Nioro Tougoune Rangaba,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
490,Nioumakana,ML020426,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
491,Nongo-Souala,ML030532,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
492,Nonkon,ML020505,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
493,Nossombougou,ML020506,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
494,Nouga,ML020308,NA,NA,NA,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
495,Nyamina,ML020606,NA,NA,NA,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
496,Ondougou,ML050113,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
497,Ouagadou,ML020711,NA,NA,NA,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
498,Ouan,ML040708,NA,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
499,Ouattagouna,ML070104,NA,NA,NA,Ansongo,ML0701,Gao,ML07,Mali (le),ML,1369958400000,1564704000000,NA
500,Ouélessébougou,ML020428,Ouelessebougou,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
501,Ouinerden,ML060307,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
502,Ouolodo,ML020507,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
503,Ouolon,ML040516,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
504,Ouonkoro,ML050208,NA,NA,NA,Bankass,ML0502,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
505,Ourikela,ML030708,NA,NA,NA,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
506,Ouro Ali,ML050310,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
507,Ouro Ardo,ML050705,NA,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
508,Ouro Guire,ML050706,NA,NA,NA,Ténenkou,ML0507,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
509,Ouro Modi,ML050610,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
510,Ouroube Doude,ML050611,NA,NA,NA,Mopti,ML0506,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
511,Ouroun,ML030117,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
512,Pel Maoude,ML050514,NA,NA,NA,Koro,ML0505,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
513,Pelengana,ML040620,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
514,Pélou,ML050114,Pelou,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
515,Pétaka,ML050414,Petaka,NA,NA,Douentza,ML0504,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
516,Pignari,ML050115,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
517,Pignari Bana,ML050116,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
518,Pimperna,ML030534,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
519,Pogo,ML040407,NA,NA,NA,Niono,ML0404,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
520,Pondori,ML050311,NA,NA,NA,Djenné,ML0503,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
521,Razelma,ML060212,NA,NA,NA,Goundam,ML0602,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
522,Rharous,ML060308,NA,NA,NA,Gourma-Rharous,ML0603,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
523,Saboula,ML010525,NA,NA,NA,Kita,ML0105,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
524,Sadiola,ML010321,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
525,Safo,ML020429,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
526,Sagabala,ML020508,NA,NA,NA,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
527,Sagalo,ML010411,NA,NA,NA,Kéniéba,ML0104,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
528,Sahel,ML010322,NA,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
529,Sakoiba,ML040621,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
530,Salam,ML060505,NA,NA,NA,Tombouctou,ML0605,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
531,Saloba,ML040308,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
532,Sama Foulala,ML040622,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
533,Samabogo,ML040213,NA,NA,NA,Bla,ML0402,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
534,Samé Diomgoma,ML010323,Same Diomgoma,NA,NA,Kayes,ML0103,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
535,Saminé,ML040623,Samine,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
536,San,ML040517,NA,NA,NA,San,ML0405,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
537,Sana,ML040309,NA,NA,NA,Macina,ML0403,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
538,Sanando,ML040108,NA,NA,NA,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
539,Sanankoro Djitoumou,ML020430,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
540,Sanankoroba,ML020431,NA,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
541,Sandaré,ML010612,Sandare,NA,NA,Nioro,ML0106,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
542,Sanékuy,ML040709,Sanekuy,NA,NA,Tominian,ML0407,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
543,Sangarébougou,ML020432,Sangarebougou,NA,NA,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,1369958400000,1564704000000,NA
544,Sangha,ML050117,NA,NA,NA,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,1369958400000,1564704000000,NA
545,Sankarani,ML030608,NA,NA,NA,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
546,Sansanding,ML040624,NA,NA,NA,Ségou,ML0406,Ségou,ML04,Mali (le),ML,1369958400000,1564704000000,NA
547,Sansankidé,ML010215,Sansankide,NA,NA,Diéma,ML0102,Kayes,ML01,Mali (le),ML,1369958400000,1564704000000,NA
548,Sanso,ML030118,NA,NA,NA,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
549,Sanzana,ML030535,NA,NA,NA,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,1369958400000,1564704000000,NA
550,Sareyamou,ML060110,NA,NA,NA,Diré,ML0601,Tombouctou,ML06,Mali (le),ML,1369958400000,1564704000000,NA
