OBJECTID,admin2Name_en,admin2Name_fa,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_fa,admin2AltName2_fa,admin1Name_en,admin1Name_fa,admin1Pcode,admin0Name_en,admin0Name_fa,admin0Pcode,date,validOn,validTo
187,Kabudarahang,شهرستان کبودرآهنگ,IR009005,NA,NA,NA,NA,NA,Hamadan,همدان,IR009,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
188,Kahnuj,شهرستان کهنوج,IR013011,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
189,Kalat,شهرستان کلات,IR024013,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
190,Kalibar,شهرستان کلیبر,IR005010,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
191,Kamyaran,شهرستان کامیاران,IR017006,NA,NA,NA,NA,NA,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
192,Kangan,شهرستان کنگان,IR003009,NA,NA,NA,NA,NA,Bushehr,بوشهر,IR003,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
193,Kangavar,شهرستان کنگاور,IR014006,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
194,Karaj,شهرستان کرج,IR001003,NA,NA,NA,NA,NA,Alborz,البرز‎,IR001,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
195,Karoun,شهرستان کارون,IR015018,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
196,Kashan,شهرستان کاشان,IR012012,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
197,Kashmar,شهرستان کاشمر,IR024014,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
198,Kavar,شهرستان کوار,IR006012,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
199,Kazerun,شهرستان کازرون,IR006013,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
200,Kelardasht,شهرستان کلاردشت,IR020011,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
201,Kerman,شهرستان کرمان,IR013012,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
202,Kermanshah,شهرستان کرمانشاه,IR014007,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
203,Khaf,شهرستان خواف,IR024015,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
204,Khalilabad,شهرستان خلیل آباد,IR024016,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
205,Khalkhal,شهرستان خلخال,IR002004,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
206,Khamir,شهرستان خمیر,IR010008,NA,NA,NA,NA,NA,Hormozgan,هرمزگان,IR010,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
207,Khansar,شهرستان خوانسار,IR012013,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
208,Khash,شهرستان خاش,IR026007,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
209,Khatam,شهرستان خاتم,IR030006,NA,NA,NA,NA,NA,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
210,Kherameh,شهرستان خرامه,IR006014,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
211,Khodaafarin,شهرستان خداآفرین,IR005011,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
212,Khodabandeh,شهرستان خدابنده,IR031003,NA,NA,NA,NA,NA,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
213,Khomein,شهرستان خمین,IR019005,NA,NA,NA,NA,NA,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
214,Khomeinishahr,شهرستان خمینی شهر,IR012014,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
215,Khondab,شهرستان خنداب,IR019006,NA,NA,NA,NA,NA,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
216,Khonj,شهرستان خنج,IR006015,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
217,Khorobiyabanak,شهرستان خوروبیابانک,IR012015,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
218,Khorramabad,شهرستان خرم‌آباد,IR018007,NA,NA,NA,NA,NA,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
219,Khorrambid,شهرستان خرم‌بید,IR006016,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
220,Khorramdarreh,شهرستان خرمدره,IR031004,NA,NA,NA,NA,NA,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
221,Khorramshahr,شهرستان خرمشهر,IR015019,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
222,Khoshab,شهرستان خوشاب,IR024017,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
223,Khoy,شهرستان خوی,IR029005,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
224,Khusf,شهرستان خوسف,IR027006,NA,NA,NA,NA,NA,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
225,Kiaar,شهرستان کیار,IR004005,NA,NA,NA,NA,NA,Chaharmahal and Bakhtiari,چهارمحال و بختیاری,IR004,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
226,Kohgeluyeh,شهرستان کهگیلویه,IR016007,NA,NA,NA,NA,NA,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
227,Kolaleh,شهرستان کلاله,IR008009,NA,NA,NA,NA,NA,Golestan,گلستان,IR008,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
228,Komeijan,شهرستان کمیجان,IR019007,NA,NA,NA,NA,NA,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
229,Konarak,شهرستان کنارک,IR026008,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
230,Kordkuy,شهرستان کردکوی,IR008010,NA,NA,NA,NA,NA,Golestan,گلستان,IR008,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
231,Kowsar,شهرستان کوثر,IR002005,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
232,Kuhbonan,شهرستان کوهبنان,IR013013,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
233,Kuhdasht,شهرستان کوهدشت,IR018008,NA,NA,NA,NA,NA,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
234,Kuhrang,شهرستان کوهرنگ,IR004006,NA,NA,NA,NA,NA,Chaharmahal and Bakhtiari,چهارمحال و بختیاری,IR004,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
235,Lahijan,شهرستان لاهیجان,IR007006,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
236,Lali,شهرستان لالی,IR015020,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
237,Lamerd,شهرستان لامرد,IR006017,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
238,Landeh,شهرستان لنده,IR016008,NA,NA,NA,NA,NA,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
239,Langrud,شهرستان لنگرود,IR007007,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
240,Larestan,شهرستان لارستان,IR006018,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
241,Lenjan,شهرستان لنجان,IR012016,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
242,Lordegan,شهرستان لردگان,IR004007,NA,NA,NA,NA,NA,Chaharmahal and Bakhtiari,چهارمحال و بختیاری,IR004,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
243,Mahabad,شهرستان مهاباد,IR029006,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
244,Mahallat,شهرستان محلات,IR019008,NA,NA,NA,NA,NA,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
245,Mahmudabad,شهرستان محمودآباد,IR020012,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
246,Mahneshan,شهرستان ماه نشان,IR031005,NA,NA,NA,NA,NA,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
247,Mahshahr,شهرستان بندر ماهشهر,IR015007,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
248,Mahvelat,شهرستان مه ولات,IR024018,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
249,Maku,شهرستان ماکو,IR029007,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
250,Malard,شهرستان ملارد,IR028006,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
251,Malayer,شهرستان ملایر,IR009006,NA,NA,NA,NA,NA,Hamadan,همدان,IR009,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
252,Malekan,شهرستان ملکان,IR005012,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
253,Malekshahi,شهرستان ملکشاهی,IR011008,NA,NA,NA,NA,NA,Ilam,ایلام,IR011,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
254,Mamasani,شهرستان ممسنی,IR006019,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
255,Maneh-o-Samalqan,شهرستان مانه وسملقان,IR021006,NA,NA,NA,NA,NA,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
256,Manujan,شهرستان منوجان,IR013014,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
257,Maragheh,شهرستان مراغه,IR005013,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
258,Marand,شهرستان مرند,IR005014,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
259,Maravehtapeh,شهرستان مراوه‌تپه,IR008011,NA,NA,NA,NA,NA,Golestan,گلستان,IR008,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
260,Marivan,شهرستان مریوان,IR017007,NA,NA,NA,NA,NA,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
261,Marvdasht,شهرستان مرودشت,IR006020,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
262,Masal,شهرستان ماسال,IR007008,NA,NA,NA,NA,NA,Gilan,گیلان,IR007,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
263,Mashhad,شهرستان مشهد,IR024019,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
264,Masjed-Soleyman,شهرستان مسجدسلیمان,IR015021,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
265,Mehdishahr,شهرستان مهدی شهر,IR025004,NA,NA,NA,NA,NA,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
266,Mehr,شهرستان مهر,IR006021,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
267,Mehran,شهرستان مهران,IR011009,NA,NA,NA,NA,NA,Ilam,ایلام,IR011,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
268,Mehrestan,شهرستان مهرستان,IR026009,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
269,Mehriz,شهرستان مهریز,IR030007,NA,NA,NA,NA,NA,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
270,Meshginshahr,شهرستان مشگین‌شهر,IR002006,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
271,Meyami,شهرستان میامی,IR025005,NA,NA,NA,NA,NA,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
272,Meybod,شهرستان میبد,IR030008,NA,NA,NA,NA,NA,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
273,Miandoab,شهرستان میاندوآب,IR029008,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
274,Miandorud,شهرستان میاندورود,IR020013,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
275,Mianeh,شهرستان میانه,IR005015,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
276,Minab,شهرستان میناب,IR010009,NA,NA,NA,NA,NA,Hormozgan,هرمزگان,IR010,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
277,Minudasht,شهرستان مینودشت,IR008012,NA,NA,NA,NA,NA,Golestan,گلستان,IR008,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
278,Mirjaveh,شهرستان میرجاوه,IR026010,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
279,Mobarakeh,شهرستان مبارکه,IR012017,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
280,Nahavand,شهرستان نهاوند,IR009007,NA,NA,NA,NA,NA,Hamadan,همدان,IR009,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
281,Nain,شهرستان نائین,IR012018,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
282,Najafabad,شهرستان نجف آباد,IR012019,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
283,Namin,شهرستان نمین,IR002007,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
284,Naqadeh,شهرستان نقده,IR029009,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
285,Natanz,شهرستان نطنز,IR012020,NA,NA,NA,NA,NA,Isfahan,اصفهان,IR012,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
286,Nazarabad,شهرستان نظرآباد,IR001004,NA,NA,NA,NA,NA,Alborz,البرز‎,IR001,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
287,Nehbandan,شهرستان نهبندان,IR027007,NA,NA,NA,NA,NA,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
288,Neka,شهرستان نکا,IR020014,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
289,Neyriz,شهرستان نی ریز,IR006022,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
290,Nikshahr,شهرستان نیک‌شهر,IR026011,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
291,Nimrouz,شهرستان نیمروز,IR026012,NA,NA,NA,NA,NA,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
292,Nir,شهرستان نیر,IR002008,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
293,Nishapur,شهرستان نیشابور,IR024020,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
294,Normashir,شهرستان نرماشیر,IR013015,NA,NA,NA,NA,NA,Kerman,کرمان,IR013,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
295,Northern Savadkooh,شهرستان سوادکوه شمالی,IR020019,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
296,Noshahr,شهرستان نوشهر,IR020015,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
297,Nur,شهرستان نور,IR020016,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
298,Omidiyeh,شهرستان امیدیه,IR015022,NA,NA,NA,NA,NA,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
299,Oshnaviyeh,شهرستان اشنویه,IR029001,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
300,Osku,شهرستان اسکو,IR005016,NA,NA,NA,NA,NA,East Azerbaijan,آذربایجان شرقی,IR005,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
301,Pakdasht,شهرستان پاکدشت,IR028007,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
302,Pardis,شهرستان پردیس,IR028008,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
303,Parsabad,شهرستان پارس آباد,IR002009,NA,NA,NA,NA,NA,Ardabil,اردبیل,IR002,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
304,Parsian,شهرستان پارسیان,IR010010,NA,NA,NA,NA,NA,Hormozgan,هرمزگان,IR010,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
305,Pasargad,شهرستان پاسارگاد,IR006023,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
306,Paveh,شهرستان پاوه,IR014008,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
307,Piranshahr,شهرستان پیرانشهر,IR029010,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
308,Pishva,شهرستان پیشوا,IR028009,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
309,Poldasht,شهرستان پلدشت,IR029011,NA,NA,NA,NA,NA,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
310,Poldokhtar,شهرستان پلدختر,IR018009,NA,NA,NA,NA,NA,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
311,Qaemshahr,شهرستان قائم‌شهر,IR020009,NA,NA,NA,NA,NA,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
312,Qaen,شهرستان قائنات,IR027005,NA,NA,NA,NA,NA,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
313,Qarchak,شهرستان قرچک,IR028004,NA,NA,NA,NA,NA,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
314,Qasr-e-Shirin,شهرستان قصر شیرین,IR014009,NA,NA,NA,NA,NA,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
315,Qazvin,شهرستان قزوین,IR022005,NA,NA,NA,NA,NA,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
316,Qeshm,شهرستان قشم,IR010011,NA,NA,NA,NA,NA,Hormozgan,هرمزگان,IR010,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
317,Qir-o-Karzin,شهرستان قیروکارزین,IR006024,NA,NA,NA,NA,NA,Fars,فارس,IR006,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
318,Qom,شهرستان قم,IR023001,NA,NA,NA,NA,NA,Qom,قم,IR023,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
319,Qorveh,شهرستان قروه,IR017005,NA,NA,NA,NA,NA,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
320,Quchan,شهرستان قوچان,IR024021,NA,NA,NA,NA,NA,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,1554768000000,1557792000000,NA
