OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
118,Kewabi Rural LLG,PG070103,NA,NA,NA,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
119,Kimbe Urban LLG,PG190209,NA,NA,NA,Talasea District,PG1902,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
120,Kira Rural LLG,PG060208,NA,NA,NA,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,1424736000000,1557273600000,NA
121,Kiriwina Rural LLG,PG050312,NA,NA,NA,Kiriwina-Goodenough District,PG0503,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
122,Kiunga Rural LLG,PG010206,NA,NA,NA,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
123,Kiunga Urban LLG,PG010207,NA,NA,NA,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
124,Kiwai Rural LLG,PG010312,NA,NA,NA,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
125,Koiari Rural LLG,PG030309,NA,NA,NA,Kairuku - Hiri District,PG0303,Central Province,PG03,Papua New Guinea,PG,1424736000000,1557273600000,NA
126,Kokoda Rural LLG,PG060205,NA,NA,NA,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,1424736000000,1557273600000,NA
127,Kokopo/Vunamami Urban LLG,PG180208,NA,NA,NA,Kokopo District,PG1802,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
128,Kol Rural LLG,PG220407,NA,NA,NA,Jimi District,PG2204,Jiwaka Province,PG22,Papua New Guinea,PG,1424736000000,1557273600000,NA
