OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
6605,Tha Sakae,ท่าสะแก,TH650306,NA,NA,NA,NA,NA,Chat Trakan,ชาติตระการ,TH6503,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6606,Tha Sala,ท่าศาลา,TH160115,NA,NA,NA,NA,NA,Mueang Lop Buri,เมืองลพบุรี,TH1601,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6607,Tha Sala,ท่าศาลา,TH401710,NA,NA,NA,NA,NA,Mancha Khiri,มัญจาคีรี,TH4017,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6608,Tha Sala,ท่าศาลา,TH420702,NA,NA,NA,NA,NA,Phu Ruea,ภูเรือ,TH4207,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6609,Tha Sala,ท่าศาลา,TH500112,NA,NA,NA,NA,NA,Mueang Chiang Mai,เมืองเชียงใหม่,TH5001,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6610,Tha Sala,ท่าศาลา,TH800801,NA,NA,NA,NA,NA,Tha Sala,ท่าศาลา,TH8008,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6611,Tha Samet,ท่าเสม็ด,TH800702,NA,NA,NA,NA,NA,Cha-Uat,ชะอวด,TH8007,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6612,Tha Sao,ท่าเสา,TH530102,NA,NA,NA,NA,NA,Mueang Uttaradit,เมืองอุตรดิตถ์,TH5301,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6613,Tha Sao,ท่าเสา,TH660607,NA,NA,NA,NA,NA,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6614,Tha Sao,ท่าเสา,TH710202,NA,NA,NA,NA,NA,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6615,Tha Sao,ท่าเสา,TH710516,NA,NA,NA,NA,NA,Tha Maka,ท่ามะกา,TH7105,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6616,Tha Sao,ท่าเสา,TH740210,NA,NA,NA,NA,NA,Krathum Baen,กระทุ่มแบน,TH7402,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6617,Tha Sap,ท่าสาป,TH950108,NA,NA,NA,NA,NA,Mueang Yala,เมืองยะลา,TH9501,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6618,Tha Sathon,ท่าสะท้อน,TH841702,NA,NA,NA,NA,NA,Phunphin,พุนพิน,TH8417,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6619,Tha Sawan,ท่าสวรรค์,TH420204,NA,NA,NA,NA,NA,Na Duang,นาด้วง,TH4202,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6620,Tha Sawang,ท่าสว่าง,TH320105,NA,NA,NA,NA,NA,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6621,Tha Sen,ท่าเสน,TH760607,NA,NA,NA,NA,NA,Ban Lat,บ้านลาด,TH7606,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6622,Tha Sida,ท่าสีดา,TH450909,NA,NA,NA,NA,NA,Nong Phok,หนองพอก,TH4509,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6623,Tha Sila,ท่าศิลา,TH471302,NA,NA,NA,NA,NA,Song Dao,ส่องดาว,TH4713,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6624,Tha Som,ท่าโสม,TH230304,NA,NA,NA,NA,NA,Khao Saming,เขาสมิง,TH2303,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6625,Tha Som,ท่าซอม,TH801608,NA,NA,NA,NA,NA,Hua Sai,หัวไทร,TH8016,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6626,Tha Song Khon,ท่าสองคอน,TH440109,NA,NA,NA,NA,NA,Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6627,Tha Song Yang,ท่าสองยาง,TH630501,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6628,Tha Sopsao,ทาสบเส้า,TH510202,NA,NA,NA,NA,NA,Mae Tha,แม่ทา,TH5102,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6629,Tha Sung,ท่าซุง,TH610107,NA,NA,NA,NA,NA,Mueang Uthai Thani,เมืองอุทัยธานี,TH6101,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6630,Tha Sut,ท่าสุด,TH570121,NA,NA,NA,NA,NA,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6631,Tha Takhro,ท่าตะคร้อ,TH710611,NA,NA,NA,NA,NA,Tha Muang,ท่าม่วง,TH7106,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6632,Tha Takhro,ท่าตะคร้อ,TH760304,NA,NA,NA,NA,NA,Nong Ya Plong,หนองหญ้าปล้อง,TH7603,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6633,Tha Takiap,ท่าตะเกียบ,TH241001,NA,NA,NA,NA,NA,Tha Takiap,ท่าตะเกียบ,TH2410,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6634,Tha Tako,ท่าตะโก,TH600801,NA,NA,NA,NA,NA,Tha Tako,ท่าตะโก,TH6008,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6635,Tha Talat,ท่าตลาด,TH730609,NA,NA,NA,NA,NA,Sam Phran,สามพราน,TH7306,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6636,Tha Tamnak,ท่าตำหนัก,TH730304,NA,NA,NA,NA,NA,Nakhon Chai Si,นครชัยศรี,TH7303,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6637,Tha Tan,ท่าตาล,TH650505,NA,NA,NA,NA,NA,Bang Krathum,บางกระทุ่ม,TH6505,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6638,Tha Taphao,ท่าตะเภา,TH860101,NA,NA,NA,NA,NA,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6639,Tha Than,ท่าถ่าน,TH240606,NA,NA,NA,NA,NA,Phanom Sarakham,พนมสารคาม,TH2406,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6640,Tha Thewawong,ท่าเทววงษ์,TH200801,NA,NA,NA,NA,NA,Ko Si Chang,เกาะสีชัง,TH2008,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6641,Tha Thong,ท่าทอง,TH640710,NA,NA,NA,NA,NA,Sawankhalok,สวรรคโลก,TH6407,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6642,Tha Thong,ท่าทอง,TH650105,NA,NA,NA,NA,NA,Mueang Phitsanulok,เมืองพิษณุโลก,TH6501,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6643,Tha Thong,ท่าทอง,TH840202,NA,NA,NA,NA,NA,Kanchanadit,กาญจนดิษฐ์,TH8402,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6644,Tha Thong,ท่าธง,TH950608,NA,NA,NA,NA,NA,Raman,รามัน,TH9506,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6645,Tha Thong Lang,ท่าทองหลาง,TH240210,NA,NA,NA,NA,NA,Bang Khla,บางคล้า,TH2402,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6646,Tha Thong Mai,ท่าทองใหม่,TH840201,NA,NA,NA,NA,NA,Kanchanadit,กาญจนดิษฐ์,TH8402,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6647,Tha Thung Luang,ทาทุ่งหลวง,TH510205,NA,NA,NA,NA,NA,Mae Tha,แม่ทา,TH5102,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6648,Tha To,ท่าตอ,TH141511,NA,NA,NA,NA,NA,Maha Rat,มหาราช,TH1415,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6649,Tha Ton,ท่าตอน,TH501005,NA,NA,NA,NA,NA,Mae Ai,แม่อาย,TH5010,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6650,Tha Tum,ท่าตุ้ม,TH510607,NA,NA,NA,NA,NA,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6651,Tha Tum,ท่าตูม,TH190209,NA,NA,NA,NA,NA,Kaeng Khoi,แก่งคอย,TH1902,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6652,Tha Tum,ท่าตูม,TH250804,NA,NA,NA,NA,NA,Si Maha Phot,ศรีมหาโพธิ,TH2508,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6653,Tha Tum,ท่าตูม,TH320301,NA,NA,NA,NA,NA,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6654,Tha Tum,ท่าตูม,TH440103,NA,NA,NA,NA,NA,Mueang Maha Sarakham,เมืองมหาสารคาม,TH4401,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6655,Tha Uthae,ท่าอุแท,TH840211,NA,NA,NA,NA,NA,Kanchanadit,กาญจนดิษฐ์,TH8402,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6656,Tha Uthen,ท่าอุเทน,TH480301,NA,NA,NA,NA,NA,Tha Uthen,ท่าอุเทน,TH4803,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6657,Tha Wang,ท่าวัง,TH800102,NA,NA,NA,NA,NA,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6658,Tha Wang Pha,ท่าวังผา,TH550609,NA,NA,NA,NA,NA,Tha Wang Pha,ท่าวังผา,TH5506,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6659,Tha Wang Phrao,ท่าวังพร้าว,TH501203,NA,NA,NA,NA,NA,San Pa Tong,สันป่าตอง,TH5012,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6660,Tha Wang Tan,ท่าวังตาล,TH501910,NA,NA,NA,NA,NA,Saraphi,สารภี,TH5019,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6661,Tha Wang Thong,ท่าวังทอง,TH560113,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6662,Tha Wasukri,ท่าวาสุกรี,TH140105,NA,NA,NA,NA,NA,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH1401,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6663,Tha Wat,ท่าวัด,TH401405,NA,NA,NA,NA,NA,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6664,Tha Wung,ท่าวุ้ง,TH160501,NA,NA,NA,NA,NA,Tha Wung,ท่าวุ้ง,TH1605,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6665,Tha Yaek,ท่าแยก,TH270105,NA,NA,NA,NA,NA,Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6666,Tha Yai,ท่าใหญ่,TH360509,NA,NA,NA,NA,NA,Nong Bua Daeng,หนองบัวแดง,TH3605,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6667,Tha Yang,ท่ายาง,TH760501,NA,NA,NA,NA,NA,Tha Yang,ท่ายาง,TH7605,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6668,Tha Yang,ท่ายาง,TH801101,NA,NA,NA,NA,NA,Thung Yai,ทุ่งใหญ่,TH8011,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6669,Tha Yang,ท่ายาง,TH860103,NA,NA,NA,NA,NA,Mueang Chumphon,เมืองชุมพร,TH8601,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6670,Tha Yiam,ท่าเยี่ยม,TH300707,NA,NA,NA,NA,NA,Chok Chai,โชคชัย,TH3007,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6671,Tha Yiam,ท่าเยี่ยม,TH660902,NA,NA,NA,NA,NA,Sak Lek,สากเหล็ก,TH6609,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6672,Tha Yu,ท่าอยู่,TH820404,NA,NA,NA,NA,NA,Takua Thung,ตะกั่วทุ่ง,TH8204,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6673,Thai Ban,ท้ายบ้าน,TH110104,NA,NA,NA,NA,NA,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6674,Thai Ban Mai,ท้ายบ้านใหม่,TH110116,NA,NA,NA,NA,NA,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6675,Thai Buri,ไทยบุรี,TH800809,NA,NA,NA,NA,NA,Tha Sala,ท่าศาลา,TH8008,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6676,Thai Chana Suek,ไทยชนะศึก,TH640902,NA,NA,NA,NA,NA,Thung Saliam,ทุ่งเสลี่ยม,TH6409,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6677,Thai Chang,ท้ายช้าง,TH820101,NA,NA,NA,NA,NA,Mueang Phangnga,เมืองพังงา,TH8201,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6678,Thai Charoen,ไทยเจริญ,TH302203,NA,NA,NA,NA,NA,Nong Bun Mak,หนองบุญมาก,TH3022,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6679,Thai Charoen,ไทยเจริญ,TH311202,NA,NA,NA,NA,NA,Pakham,ปะคำ,TH3112,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6680,Thai Charoen,ไทยเจริญ,TH350901,NA,NA,NA,NA,NA,Thai Charoen,ไทยเจริญ,TH3509,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6681,Thai Dong,ท้ายดง,TH671002,NA,NA,NA,NA,NA,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6682,Thai Hat,ท้ายหาด,TH750106,NA,NA,NA,NA,NA,Mueang Samut Songkhram,เมืองสมุทรสงคราม,TH7501,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6683,Thai Ko,ท้ายเกาะ,TH130711,NA,NA,NA,NA,NA,Sam Khok,สามโคก,TH1307,Pathum Thani,ปทุมธานี,TH13,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6684,Thai Mueang,ท้ายเหมือง,TH820801,NA,NA,NA,NA,NA,Thai Mueang,ท้ายเหมือง,TH8208,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6685,Thai Nam,ท้ายน้ำ,TH660602,NA,NA,NA,NA,NA,Pho Thale,โพทะเล,TH6606,Phichit,พิจิตร,TH66,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6686,Thai Samakkhi,ไทยสามัคคี,TH302505,NA,NA,NA,NA,NA,Wang Nam Khiao,วังน้ำเขียว,TH3025,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6687,Thai Samakkhi,ไทยสามัคคี,TH311403,NA,NA,NA,NA,NA,Nong Hong,หนองหงส์,TH3114,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6688,Thai Samphao,ท้ายสำเภา,TH802003,NA,NA,NA,NA,NA,Phra Phrom,พระพรหม,TH8020,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
6689,Thai Talat,ท้ายตลาด,TH160119,NA,NA,NA,NA,NA,Mueang Lop Buri,เมืองลพบุรี,TH1601,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
