OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
3072,Lo Chut,โละจูด,TH960804,NA,NA,NA,NA,NA,Waeng,แว้ง,TH9608,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3073,Lo Yung,หล่อยูง,TH820405,NA,NA,NA,NA,NA,Takua Thung,ตะกั่วทุ่ง,TH8204,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3074,Loei Wang Sai,เลยวังไสย์,TH421105,NA,NA,NA,NA,NA,Phu Luang,ภูหลวง,TH4211,Loei,เลย,TH42,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3075,Loeng Faek,เลิงแฝก,TH441203,NA,NA,NA,NA,NA,Kut Rang,กุดรัง,TH4412,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3076,Loeng Tai,เลิงใต้,TH440316,NA,NA,NA,NA,NA,Kosum Phisai,โกสุมพิสัย,TH4403,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3077,Lom Kao,หล่มเก่า,TH670401,NA,NA,NA,NA,NA,Lom Kao,หล่มเก่า,TH6704,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3078,Lom Khom,ลอมคอม,TH401210,NA,NA,NA,NA,NA,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3079,Lom Raet,ล้อมแรด,TH520801,NA,NA,NA,NA,NA,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3080,Lom Sak,ลมศักดิ์,TH330525,NA,NA,NA,NA,NA,Khukhan,ขุขันธ์,TH3305,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3081,Lom Sak,หล่มสัก,TH670301,NA,NA,NA,NA,NA,Lom Sak,หล่มสัก,TH6703,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3082,Long Khot,โหล่งขอด,TH501111,NA,NA,NA,NA,NA,Phrao,พร้าว,TH5011,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3083,Luang Nuea,ลวงเหนือ,TH500503,NA,NA,NA,NA,NA,Doi Saket,ดอยสะเก็ด,TH5005,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3084,Luang Nuea,หลวงเหนือ,TH520501,NA,NA,NA,NA,NA,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3085,Luang Tai,หลวงใต้,TH520502,NA,NA,NA,NA,NA,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3086,Lubo Baya,ลุโบะบายะ,TH960404,NA,NA,NA,NA,NA,Yi-Ngo,ยี่งอ,TH9604,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3087,Lubo Buesa,ลุโบะบือซา,TH960405,NA,NA,NA,NA,NA,Yi-Ngo,ยี่งอ,TH9604,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3088,Lubo Sawo,ลุโบะสาวอ,TH960302,NA,NA,NA,NA,NA,Bacho,บาเจาะ,TH9603,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3089,Lubo Yiri,ลุโบะยิไร,TH940505,NA,NA,NA,NA,NA,Mayo,มายอ,TH9405,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3090,Lue,ลือ,TH370304,NA,NA,NA,NA,NA,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3091,Lum Din,หลุมดิน,TH700117,NA,NA,NA,NA,NA,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3092,Lum Khao,หลุมเข้า,TH610508,NA,NA,NA,NA,NA,Nong Khayang,หนองขาหย่าง,TH6105,Uthai Thani,อุทัยธานี,TH61,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3093,Lum Khao,หลุมข้าว,TH160304,NA,NA,NA,NA,NA,Khok Samrong,โคกสำโรง,TH1603,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3094,Lum Khao,หลุมข้าว,TH301007,NA,NA,NA,NA,NA,Non Sung,โนนสูง,TH3010,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3095,Lum Lam Chi,ลุ่มลำชี,TH360203,NA,NA,NA,NA,NA,Ban Khwao,บ้านเขว้า,TH3602,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3096,Lum Rang,หลุมรัง,TH710305,NA,NA,NA,NA,NA,Bo Phloi,บ่อพลอย,TH7103,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3097,Lum Rawi,ลุ่มระวี,TH320407,NA,NA,NA,NA,NA,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3098,Lum Sum,ลุ่มสุ่ม,TH710201,NA,NA,NA,NA,NA,Sai Yok,ไทรโยค,TH7102,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3099,Lumphini,ลุมพินี,TH100704,NA,NA,NA,NA,NA,Pathum Wan,ปทุมวัน,TH1007,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3100,Lumphli,ลุมพลี,TH140114,NA,NA,NA,NA,NA,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH1401,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3101,Lumphuk,ลุมพุก,TH350401,NA,NA,NA,NA,NA,Kham Khuean Kaeo,คำเขื่อนแก้ว,TH3504,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3102,Lumpuk,ลุมปุ๊ก,TH310117,NA,NA,NA,NA,NA,Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3103,Lung Khwao,ลุงเขว้า,TH302207,NA,NA,NA,NA,NA,Nong Bun Mak,หนองบุญมาก,TH3022,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3104,Lung Pradu,หลุ่งประดู่,TH301608,NA,NA,NA,NA,NA,Huai Thalaeng,ห้วยแถลง,TH3016,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3105,Lung Takhian,หลุ่งตะเคียน,TH301604,NA,NA,NA,NA,NA,Huai Thalaeng,ห้วยแถลง,TH3016,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3106,Lup,หลุบ,TH460103,NA,NA,NA,NA,NA,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3107,Lup Kha,หลุบคา,TH361206,NA,NA,NA,NA,NA,Kaeng Khro,แก้งคร้อ,TH3612,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3108,Luplao,หลุบเลา,TH471802,NA,NA,NA,NA,NA,Phu Phan,ภูพาน,TH4718,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3109,Ma-Ue,มะอึ,TH450507,NA,NA,NA,NA,NA,Thawat Buri,ธวัชบุรี,TH4505,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3110,Ma Mong,มาโมง,TH960901,NA,NA,NA,NA,NA,Sukhirin,สุคิริน,TH9609,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3111,Maba,มะบ้า,TH452004,NA,NA,NA,NA,NA,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3112,Mae Ai,แม่อาย,TH501001,NA,NA,NA,NA,NA,Mae Ai,แม่อาย,TH5010,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3113,Mae Chai,แม่ใจ,TH560701,NA,NA,NA,NA,NA,Mae Chai,แม่ใจ,TH5607,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3114,Mae Chan,แม่จัน,TH570701,NA,NA,NA,NA,NA,Mae Chan,แม่จัน,TH5707,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3115,Mae Chan,แม่จัน,TH630804,NA,NA,NA,NA,NA,Umphang,อุ้มผาง,TH6308,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3116,Mae Chao Yu Hua,แม่เจ้าอยู่หัว,TH800613,NA,NA,NA,NA,NA,Chian Yai,เชียรใหญ่,TH8006,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3117,Mae Charao,แม่จะเรา,TH630402,NA,NA,NA,NA,NA,Mae Ramat,แม่ระมาด,TH6304,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3118,Mae Charim,แม่จริม,TH550206,NA,NA,NA,NA,NA,Mae Charim,แม่จริม,TH5502,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3119,Mae Chedi,แม่เจดีย์,TH571106,NA,NA,NA,NA,NA,Wiang Pa Pao,เวียงป่าเป้า,TH5711,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3120,Mae Chedi Mai,แม่เจดีย์ใหม่,TH571107,NA,NA,NA,NA,NA,Wiang Pa Pao,เวียงป่าเป้า,TH5711,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3121,Mae Chua,แม่จั๊วะ,TH540502,NA,NA,NA,NA,NA,Den Chai,เด่นชัย,TH5405,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3122,Mae Daet,แม่แดด,TH502502,NA,NA,NA,NA,NA,Galyani Vadhana,กัลยาณิวัฒนา,TH5025,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3123,Mae Dong,แม่ดง,TH960805,NA,NA,NA,NA,NA,Waeng,แว้ง,TH9608,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3124,Mae Fa Luang,แม่ฟ้าหลวง,TH571504,NA,NA,NA,NA,NA,Mae Fa Luang,แม่ฟ้าหลวง,TH5715,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3125,Mae Faek,แม่แฝก,TH501409,NA,NA,NA,NA,NA,San Sai,สันทราย,TH5014,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3126,Mae Faek Mai,แม่แฝกใหม่,TH501410,NA,NA,NA,NA,NA,San Sai,สันทราย,TH5014,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3127,Mae Hi,แม่ฮี้,TH580304,NA,NA,NA,NA,NA,Pai,ปาย,TH5803,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3128,Mae Hia,แม่เหียะ,TH500109,NA,NA,NA,NA,NA,Mueang Chiang Mai,เมืองเชียงใหม่,TH5001,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3129,Mae Ho,แม่เหาะ,TH580404,NA,NA,NA,NA,NA,Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3130,Mae Ho Phra,แม่หอพระ,TH500605,NA,NA,NA,NA,NA,Mae Taeng,แม่แตง,TH5006,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3131,Mae Hoi Ngoen,แม่ฮ้อยเงิน,TH500511,NA,NA,NA,NA,NA,Doi Saket,ดอยสะเก็ด,TH5005,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3132,Mae Ing,แม่อิง,TH560903,NA,NA,NA,NA,NA,Phu Kamyao,ภูกามยาว,TH5609,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3133,Mae Ka,แม่กา,TH560110,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3134,Mae Ka,แม่ก๊า,TH501205,NA,NA,NA,NA,NA,San Pa Tong,สันป่าตอง,TH5012,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3135,Mae Kasa,แม่กาษา,TH630605,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3136,Mae Kha,แม่ข่า,TH500911,NA,NA,NA,NA,NA,Fang,ฝาง,TH5009,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3137,Mae Kha,แม่คะ,TH500910,NA,NA,NA,NA,NA,Fang,ฝาง,TH5009,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3138,Mae Kham,แม่คำ,TH570703,NA,NA,NA,NA,NA,Mae Chan,แม่จัน,TH5707,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3139,Mae Kham Mi,แม่คำมี,TH540114,NA,NA,NA,NA,NA,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3140,Mae Kham Mi,แม่คำมี,TH540801,NA,NA,NA,NA,NA,Nong Muang Khai,หนองม่วงไข่,TH5408,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3141,Mae Khaning,แม่ขะนิง,TH550713,NA,NA,NA,NA,NA,Wiang Sa,เวียงสา,TH5507,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3142,Mae Khao Tom,แม่ข้าวต้ม,TH570105,NA,NA,NA,NA,NA,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3143,Mae Khatuan,แม่คะตวน,TH580602,NA,NA,NA,NA,NA,Sop Moei,สบเมย,TH5806,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3144,Mae Khong,แม่คง,TH580403,NA,NA,NA,NA,NA,Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3145,Mae Khri,แม่ขรี,TH930401,NA,NA,NA,NA,NA,Tamot,ตะโหมด,TH9304,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3146,Mae Khue,แม่คือ,TH500509,NA,NA,NA,NA,NA,Doi Saket,ดอยสะเก็ด,TH5005,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3147,Mae Ki,แม่กิ๊,TH580205,NA,NA,NA,NA,NA,Khun Yuam,ขุนยวม,TH5802,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3148,Mae Klong,แม่กลอง,TH630806,NA,NA,NA,NA,NA,Umphang,อุ้มผาง,TH6308,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3149,Mae Klong,แม่กลอง,TH750101,NA,NA,NA,NA,NA,Mueang Samut Songkhram,เมืองสมุทรสงคราม,TH7501,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3150,Mae Koeng,แม่เกิ๋ง,TH540707,NA,NA,NA,NA,NA,Wang Chin,วังชิ้น,TH5407,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3151,Mae Kon,แม่กรณ์,TH570111,NA,NA,NA,NA,NA,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3152,Mae Krabung,แม่กระบุง,TH710406,NA,NA,NA,NA,NA,Si Sawat,ศรีสวัสดิ์,TH7104,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3153,Mae Ku,แม่กุ,TH630602,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3154,Mae Kua,แม่กัวะ,TH521103,NA,NA,NA,NA,NA,Sop Prap,สบปราบ,TH5211,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3155,Mae La,แม่ลา,TH140308,NA,NA,NA,NA,NA,Nakhon Luang,นครหลวง,TH1403,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3156,Mae La,แม่ลา,TH170205,NA,NA,NA,NA,NA,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3157,Mae La,แม่หละ,TH630504,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3158,Mae La Luang,แม่ลาหลวง,TH580502,NA,NA,NA,NA,NA,Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3159,Mae La Noi,แม่ลาน้อย,TH580501,NA,NA,NA,NA,NA,Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3160,Mae Lai,แม่หล่าย,TH540108,NA,NA,NA,NA,NA,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3161,Mae Lamung,แม่ละมุ้ง,TH630805,NA,NA,NA,NA,NA,Umphang,อุ้มผาง,TH6308,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3162,Mae Lan,แม่ลาน,TH510406,NA,NA,NA,NA,NA,Li,ลี้,TH5104,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3163,Mae Lan,แม่ลาน,TH941201,NA,NA,NA,NA,NA,Mae Lan,แม่ลาน,TH9412,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3164,Mae Lao,แม่ลาว,TH560312,NA,NA,NA,NA,NA,Chiang Kham,เชียงคำ,TH5603,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3165,Mae Lat,แม่ลาด,TH620505,NA,NA,NA,NA,NA,Khlong Khlung,คลองขลุง,TH6205,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3166,Mae Le,แม่เล่ย์,TH601303,NA,NA,NA,NA,NA,Mae Wong,แม่วงก์,TH6013,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3167,Mae Loi,แม่ลอย,TH570404,NA,NA,NA,NA,NA,Thoeng,เทิง,TH5704,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3168,Mae Mo,แม่เมาะ,TH520204,NA,NA,NA,NA,NA,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3169,Mae Mok,แม่มอก,TH520804,NA,NA,NA,NA,NA,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3170,Mae Na,แม่นะ,TH500404,NA,NA,NA,NA,NA,Chiang Dao,เชียงดาว,TH5004,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3171,Mae Na Chang,แม่นาจาง,TH580506,NA,NA,NA,NA,NA,Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3172,Mae Na Chon,แม่นาจร,TH500305,NA,NA,NA,NA,NA,Mae Chaem,แม่แจ่ม,TH5003,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3173,Mae Na Ruea,แม่นาเรือ,TH560104,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3174,Mae Na Toeng,แม่นาเติง,TH580303,NA,NA,NA,NA,NA,Pai,ปาย,TH5803,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3175,Mae Na Wang,แม่นาวาง,TH501004,NA,NA,NA,NA,NA,Mae Ai,แม่อาย,TH5010,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3176,Mae Nang Khao,แม่นางขาว,TH820605,NA,NA,NA,NA,NA,Khura Buri,คุระบุรี,TH8206,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3177,Mae Ngao,แม่เงา,TH580202,NA,NA,NA,NA,NA,Khun Yuam,ขุนยวม,TH5802,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3178,Mae Ngoen,แม่เงิน,TH570805,NA,NA,NA,NA,NA,Chiang Saen,เชียงแสน,TH5708,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3179,Mae Ngon,แม่งอน,TH500904,NA,NA,NA,NA,NA,Fang,ฝาง,TH5009,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3180,Mae O,แม่อ้อ,TH570502,NA,NA,NA,NA,NA,Phan,พาน,TH5705,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3181,Mae Pa,แม่ปะ,TH520803,NA,NA,NA,NA,NA,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3182,Mae Pa,แม่ปะ,TH630607,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3183,Mae Pak,แม่ป้าก,TH540703,NA,NA,NA,NA,NA,Wang Chin,วังชิ้น,TH5407,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3184,Mae Pan,แม่ปาน,TH540309,NA,NA,NA,NA,NA,Long,ลอง,TH5403,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3185,Mae Pang,แม่ปั๋ง,TH501110,NA,NA,NA,NA,NA,Phrao,พร้าว,TH5011,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3186,Mae Pao,แม่เปา,TH571201,NA,NA,NA,NA,NA,Phaya Mengrai,พญาเม็งราย,TH5712,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3187,Mae Phrik,แม่พริก,TH520901,NA,NA,NA,NA,NA,Mae Phrik,แม่พริก,TH5209,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3188,Mae Phrik,แม่พริก,TH571003,NA,NA,NA,NA,NA,Mae Suai,แม่สรวย,TH5710,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3189,Mae Phun,แม่พูล,TH530802,NA,NA,NA,NA,NA,Laplae,ลับแล,TH5308,Uttaradit,อุตรดิตถ์,TH53,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3190,Mae Phung,แม่พุง,TH540705,NA,NA,NA,NA,NA,Wang Chin,วังชิ้น,TH5407,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3191,Mae Poen,แม่เปิน,TH601401,NA,NA,NA,NA,NA,Mae Poen,แม่เปิน,TH6014,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3192,Mae Pong,แม่โป่ง,TH500512,NA,NA,NA,NA,NA,Doi Saket,ดอยสะเก็ด,TH5005,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3193,Mae Pu,แม่ปุ,TH520903,NA,NA,NA,NA,NA,Mae Phrik,แม่พริก,TH5209,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3194,Mae Pu Kha,แม่ปูคา,TH501310,NA,NA,NA,NA,NA,San Kamphaeng,สันกำแพง,TH5013,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
